,id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count,id_1,text,creation_date_1,post_id,user_id,user_display_name,score_1
10,2400888,,"<p>Since you can't define a <code>WndProc</code> directly in WPF, you need to obtain a <code>HwndSource</code>, and add a hook to it :</p>

<pre><code>public Window1()
{
    InitializeComponent();

    this.SourceInitialized += Window1_SourceInitialized;
}

private void Window1_SourceInitialized(object sender, EventArgs e)
{
    WindowInteropHelper helper = new WindowInteropHelper(this);
    HwndSource source = HwndSource.FromHwnd(helper.Handle);
    source.AddHook(WndProc);    
}

const int WM_SYSCOMMAND = 0x0112;
const int SC_MOVE = 0xF010;

private IntPtr WndProc(IntPtr hwnd, int msg, IntPtr wParam, IntPtr lParam,  ref bool handled)
{

   switch(msg)
   {
      case WM_SYSCOMMAND:
          int command = wParam.ToInt32() &amp; 0xfff0;
          if (command == SC_MOVE)
          {
             handled = true;
          }
          break;
      default:
          break;
   }
   return IntPtr.Zero;
}
</code></pre>",,,7,,2010-03-08 11:26:25.080000+00:00,,2010-03-08 12:44:55.723000+00:00,2010-03-08 12:44:55.723000+00:00,,98713.0,,98713.0,2400819,2,39,,,24248977.0,"Ah, stupid me! I was combining the code from two posts, and commented on the wrong one! Thanks again :)",2013-05-29 17:51:52.727000+00:00,2400888.0,706346.0,,0.0
11,13366934,,"<p>To update table you can do this</p>

<pre><code>UPDATE bleaTest
SET Grade = 'No data'
WHERE Grade is null;
</code></pre>

<p>And to select</p>

<pre><code>Select ISNULL(Grade, 'No Data') Grade From bleaTest
</code></pre>",,,4,,2012-11-13 18:56:58.593000+00:00,,2012-11-13 18:56:58.593000+00:00,,,,,125551.0,13366899,2,3,,,18249781.0,I like `ISNULL` over `COALESCE`,2012-11-13 19:02:50.683000+00:00,13366934.0,125551.0,,1.0
12,19726125,,"<p>There seems to be an issue with the new user agent string (most sites don’t recognize the new IE) and thus MVC doesn’t enable cookies by default </p>

<p>Force the use of cookies in the authentication token by adding the cookieless attribute in your forms authentication element as follows</p>

<pre><code>&lt;authentication mode=""Forms""&gt;
  &lt;forms loginUrl=""~/YourLoginUrl"" timeout=""2880"" cookieless=""UseCookies"" /&gt;
&lt;/authentication&gt;
</code></pre>

<p>Source: <a href=""http://botsikas.blogspot.co.uk/2013/09/ie11-and-aspnet-session-cookies.html"">http://botsikas.blogspot.co.uk/2013/09/ie11-and-aspnet-session-cookies.html</a> </p>",,,3,,2013-11-01 11:45:32.137000+00:00,,2013-11-01 11:45:32.137000+00:00,,,,,1191903.0,19725827,2,25,,,57088079.0,"Hi all, may i know, why facebook login page display as blank n asp.net(4.0) in IE11? thanks.",2016-01-08 07:14:20.713000+00:00,19726125.0,4773326.0,,0.0
13,5129918,,"<p>Look at SessionManager.m in the GKRocket example in the docs. Especially the implementations of</p>

<pre><code>-(void) sendPacket:(NSData*)data ofType:(PacketType)type
</code></pre>

<p>and</p>

<pre><code>- (void) receiveData:(NSData *)data fromPeer:(NSString *)peer inSession:(GKSession *)session context:(void *)context
</code></pre>",,,0,,2011-02-26 21:39:08.303000+00:00,,2011-02-26 21:39:08.303000+00:00,,,,,280774.0,4673937,2,1,,,,,,,,,
14,8258858,,"<p>The last URI should work with 'Resource' build action. Try code from <a href=""https://stackoverflow.com/questions/8225163/icons-dont-work-after-publish/8225996#8225996"">this answer</a>.</p>",,,2,,2011-11-24 14:47:50.863000+00:00,,2011-11-24 14:47:50.863000+00:00,2017-05-23 11:44:01.597000+00:00,,-1.0,,956986.0,8250892,2,1,,,10186233.0,"This works if the image is actually included in the project but fails when you include the file by using ""Add Existing Item"" then clicking ""Add As Link"".",2011-11-25 20:26:21.707000+00:00,8258858.0,785251.0,,0.0
15,21561030,,"<p>Use !newstate! to get variable value, instead of  %newstate%. This is the way of getting delayed variables values. 
Keep using ""setlocal enabledelayedexpansion"".</p>",,,4,,2014-02-04 18:58:15.390000+00:00,,2014-02-04 18:58:15.390000+00:00,,,,,2970379.0,21560531,2,0,,,32684641.0,"""IP works and hostname does not work"" - indicates there's a problem with DNS functions. You should check in that area. Do all hosts resolve to correct IPs. No conflicts/duplicates etc.",2014-02-07 14:03:37.597000+00:00,21561030.0,2970379.0,,0.0
16,24089828,,"<p>Thanks.  As mentioned, tests can inject <code>console</code> for <code>$log</code> using <code>$provide</code>.  For posterity, <code>$provide</code> is not available via <code>inject(function(...) { ... })</code> but instead <a href=""http://tech.pro/tutorial/1517/supplying-mocks-for-services-via-provide"">must be injected into a function argument to <code>module</code></a>:</p>

<pre><code>beforeEach(module('myapp', function($provide) {
  // Output messages
  $provide.value('$log', console);
}));
</code></pre>",,,2,,2014-06-06 20:05:17.957000+00:00,,2014-06-06 20:05:17.957000+00:00,,,,,39396.0,21602750,2,15,,,62639094.0,"Yes, I built on the earlier answer because it was not obvious to me how to properly override the `$log` service in a test.  As mentioned here, `$provide` must be injected using `module`.",2016-06-01 18:15:35.643000+00:00,24089828.0,39396.0,,0.0
17,10196474,,"<p>Instead of DateTime.Parse() try instantiating a new DateTime.</p>

<pre><code>Session.Query&lt;Movie&gt;()
.Where(x =&gt; x.Status == ""New"" &amp;&amp; x.ReleaseDate &gt; new DateTime(2012, 4, 3))
.Dump();
</code></pre>",,,1,,2012-04-17 18:00:00.920000+00:00,,2012-04-17 18:00:00.920000+00:00,,,,,917932.0,10195649,2,0,,,26094327.0,Why is this marked as the accepted answer? ZVenue should provide an answer to his own question describing the WFNSRAON method and choose that one as accepted.,2013-07-26 00:19:25.757000+00:00,10196474.0,6375.0,,0.0
18,8819784,,<p>There is no <code>fork</code> system call on Windows.</p>,,,4,,2012-01-11 13:06:23.277000+00:00,,2012-01-11 13:06:23.277000+00:00,,,,,166749.0,8819673,2,3,,,11008083.0,@larsmans: Does windows has any other system call which can replace fork() and sleep()?,2012-01-11 13:08:12.867000+00:00,8819784.0,1105805.0,,0.0
19,20186797,,"<p>The point of the problem is that you can't pass a list to your function. Your function wants an integer value.</p>

<pre><code>&gt;&gt;&gt; fib(5)
13
</code></pre>

<p>As expected. So you should pass just a number (n) to your function to calculate fibonacci of it.</p>",,,0,,2013-11-25 07:23:04.290000+00:00,,2013-11-25 07:23:04.290000+00:00,,,,,538695.0,20186679,2,2,,,,,,,,,
20,13822756,,"<p>If you are under IE you may have hit the 31 stylesheets limitation this browser has. Add a <strong>RadStyleSheetManager</strong> to your page to combine the requests in a single file. Confirm this by testing in Firefox or Chrome as well. Also, make sure your requests are ok, your stylesheets may not be present on the page in case you are adding them dynamically and something goes wrong with your code.</p>",,,0,,2012-12-11 15:15:58.067000+00:00,,2012-12-11 15:15:58.067000+00:00,,,,,812369.0,13760108,2,1,,,,,,,,,
21,20774380,,"<p>Try to run <code>mvn validate</code> in your project root (where project <code>pom.xml</code> is located) via cmd. If succeeded, it will download all your dependencies into your local repository. Then you should search for maven repository configuration in netbeans options  and make sure that your local repository is added there.</p>",,,11,,2013-12-25 15:39:58.453000+00:00,,2013-12-25 15:39:58.453000+00:00,,,,,2417043.0,20774288,2,3,,,31138245.0,My repository local path is correct: C:\User\user\m2\repository. But why maven did not download all described libs.,2013-12-25 16:36:35.540000+00:00,20774380.0,3067018.0,,0.0
22,547584,,"<p>IIS, by default, runs your application within the default Application Pool. On 64-bit Windows, that Application Pool is, by default, 64-bit.</p>

<p>You should create a new Application Pool, and configure IIS to run your 32-bit website in your new 32-bit Application Pool.</p>",,,0,,2009-02-13 20:40:45.650000+00:00,,2009-02-13 20:40:45.650000+00:00,,,,Justice,12349.0,547313,2,1,,,,,,,,,
23,1180256,,"<p>Find the vertex with smallest y (and largest x if there are ties). Let the vertex be <code>A</code> and the previous vertex in the list be <code>B</code> and the next vertex in the list be <code>C</code>. Now compute the <em>sign</em> of the cross product of <code>AB</code> and <code>AC</code>.</p>

<hr>

<p>References:</p>

<ul>
<li><p><em>How do I find the orientation of a simple polygon?</em> in 
<a href=""http://www.faqs.org/faqs/graphics/algorithms-faq/"" rel=""noreferrer"">Frequently Asked Questions: comp.graphics.algorithms</a>.</p></li>
<li><p><a href=""http://en.wikipedia.org/wiki/Curve_orientation"" rel=""noreferrer"">Curve orientation</a> at Wikipedia.</p></li>
</ul>",,,5,,2009-07-24 21:30:21.673000+00:00,,2018-12-04 09:08:41.400000+00:00,2018-12-04 09:08:41.400000+00:00,,42813.0,,107090.0,1165647,2,45,,,95893236.0,An implementation of this answer: [c# code to find corner vertex and calculate determinant of angle at that vertex.](https://stackoverflow.com/a/54546353/199364),2019-02-06 03:51:32.213000+00:00,1180256.0,199364.0,,0.0
24,3821132,,"<p>You don't install fonts on your website, if you want the text on your site to show up in a non-standard font every visitor has to have it on their local machine.</p>

<p>It's easiest to stick to the standard fonts, and any small amounts of text you want in a special font you have to make as images.</p>

<p>If you are still not satisfied then have a look here: <a href=""http://novemberborn.net/2006/12/sifr3beta1-110"" rel=""nofollow"">http://novemberborn.net/2006/12/sifr3beta1-110</a></p>

<p>Beware it is a mission!</p>",,,0,,2010-09-29 11:24:35.387000+00:00,,2010-09-29 11:24:35.387000+00:00,,,,,338547.0,3820537,2,-1,,,,,,,,,
25,11917962,,"<p>I think you have a recursion's ring (infinite recursion), not a really stack overflow error. If you are got more memory for stack - you will get the overflow error too.</p>

<p><strong>For test it:</strong></p>

<p>Declare a global variable for storing a operable objects:</p>

<pre><code>private Dictionary&lt;int,object&gt; _operableIds = new Dictionary&lt;int,object&gt;();

...
private void Start()
{
    _operableIds.Clear();
    Recurtion(start_id);
}
...
private void Recurtion(int object_id)
{
   if(_operableIds.ContainsKey(object_id))
      throw new Exception(""Have a ring!"");
   else
     _operableIds.Add(object_id, null/*or object*/);

   ...
   Recurtion(other_id)
   ...
   _operableIds.Remove(object_id);
}
</code></pre>",,,7,,2012-08-11 21:55:24.043000+00:00,,2012-08-11 22:57:01.677000+00:00,2012-08-11 22:57:01.677000+00:00,,1065790.0,,1065790.0,11917806,2,2,,,15869496.0,"Just test it - add to global `var operableIds = Dictionary<int, object>`- before call recursion's method and remove after. And if we have a ring when we add a object id into `operableIds` it is in dictionary.",2012-08-11 22:34:28.020000+00:00,11917962.0,1065790.0,,0.0
26,6511158,,"<p>Take a look at the Pager example: <a href=""http://jquery.malsup.com/cycle/pager2.html"" rel=""nofollow"">http://jquery.malsup.com/cycle/pager2.html</a></p>

<p>The pager features takes the user to a specific image in the cycle, which is what you want to do.</p>

<p>However, you might only want to implement a single pager link, not a link for each image in the cycle.</p>",,,0,,2011-06-28 18:13:04.520000+00:00,,2011-06-28 18:13:04.520000+00:00,,,,,512453.0,6511050,2,0,,,,,,,,,
27,3845786,,"<p>Good question.</p>

<p>From my (somewhat limited knowledge) of the ""under-the-hood"" working of a SQL Connection, many steps are involved, such as:</p>

<p><strong>The Steps Under the Hood</strong></p>

<ol>
<li>Physical socket/pipe is opened (using given drivers, eg ODBC)</li>
<li>Handshake with SQL Server</li>
<li>Connection string/credentials negotiated</li>
<li>Transaction scoping</li>
</ol>

<p>Not to mention connection pooling, i believe there is some kind of alogrithm involved (if the connection string matches one for an already existing pool, the connection is added to the pool, otherwise new one is created)</p>

<p><strong>IDiposable</strong></p>

<p>With regards to SQL Connections, we implement IDisposable so that when we call dispose (either via the using directive, or explicity), it places the connection back into the connection pool. This is in stark contrast with just the plain old sqlConnection.Close() - as all this does is close it temporarily, but reserves that connection for later use.</p>

<p>From my understanding, .Close() closes the connection to the database, whereas .Dispose() calls .Close(), and <strong>then</strong> releases unmanaged resources.</p>

<p>Those points in mind, at the very least it is good practice to implement IDisposable.</p>",,,5,,2010-10-02 12:54:30.280000+00:00,,2010-10-02 13:03:37.527000+00:00,2010-10-02 13:03:37.527000+00:00,,321946.0,,321946.0,3845764,2,4,,,4085977.0,"@Jon Hanna - does not (AFAIK), i will find an article proving that.",2010-10-02 12:56:45.890000+00:00,3845786.0,321946.0,,0.0
28,9172947,,"<p><code>DOMParser</code> constructor isn't defined in the context of SDK modules. You can still get it using <a href=""https://addons.mozilla.org/en-US/developers/docs/sdk/1.14/dev-guide/tutorials/chrome.html"" rel=""noreferrer"">chrome authority</a> however:</p>

<pre class=""lang-js prettyprint-override""><code>var {Cc, Ci} = require(""chrome"");
var parser = Cc[""@mozilla.org/xmlextras/domparser;1""].createInstance(Ci.nsIDOMParser);
</code></pre>

<p><a href=""https://developer.mozilla.org/en/nsIDOMParser"" rel=""noreferrer""><code>nsIDOMParser</code> documentation</a>.</p>

<p>That said, your approach with <code>XMLHttpRequest</code> should work as well. You used the <code>new</code> operator incorrectly however, the way you wrote it a new ""require object"" is being created. This way it should work however:</p>

<pre class=""lang-js prettyprint-override""><code>var {XMLHttpRequest} = require(""xhr"");
var request = new XMLHttpRequest();
</code></pre>

<p>Please consider using an asynchronous <code>XMLHttpRequest</code> object however, use <code>request.onreadystatechange</code> to attach your listener (the <code>xhr</code> module currently doesn't support other types of listeners or <code>addEventListener</code>).</p>",,,8,,2012-02-07 08:18:02.670000+00:00,,2013-04-23 18:04:32.410000+00:00,2013-04-23 18:04:32.410000+00:00,,1621981.0,,785541.0,9171590,2,14,,,11546071.0,@canuckistani: Now if only `xhr` implemented proper `onload` and `onevent` properties ;) Web developers might be used to `onreadystatechange` but I consider it an ugly solution.,2012-02-07 14:12:40.010000+00:00,9172947.0,785541.0,,0.0
29,22141712,,"<p>AS Vishrant mentioned *<em>Java follows Zero indexing. So in your case question and responses array is of size 10 which means it will iterate from 0 to 9</em> *</p>

<p>in your tester class, you are trying to access 10th index in loop in 2 places</p>

<pre><code>for(int i = 1; i &lt;= 10; i++)           (1)
     {
        noArgSurvey.displayQuestionStats(i);
     }

for(int i=1; i&lt;11; i++)                 (2)
     {
        noArgSurvey.displaySurveyResults(i);
     }
</code></pre>

<p>You should to write</p>

<pre><code>for(int i = 0; i &lt; 10; i++)           (1)
     {
        noArgSurvey.displayQuestionStats(i);
     }

for(int i=0; i&lt;10; i++)               (2)
     {
        noArgSurvey.displaySurveyResults(i);
     }
</code></pre>

<p><strong>EDIT Addition</strong></p>

<pre><code>public void displaySurveyResults (int no)
{
   for (int j=0; j&lt;10; j++)
   System.out.print(""Question""+(no)+"" : "" + question[no]+""Reply"");   &lt;&lt;&lt;--------- change [no-1] to [no]  
   if (responses[respondentID][no] == 0)
   {
       System.out.print(""NO"");
</code></pre>

<p>}</p>",,,5,,2014-03-03 08:15:15.647000+00:00,,2014-03-03 08:29:01.153000+00:00,2014-03-03 08:29:01.153000+00:00,,2798007.0,,2798007.0,22141209,2,0,,,33596957.0,How can we know which is line number 168??? You Should to show some of your stack trace,2014-03-03 08:21:42.013000+00:00,22141712.0,2798007.0,,0.0
30,3853004,,"<p>I'm not sure if you've found much by way of google but this search bought up this page as hit 1: <a href=""http://www.oreillynet.com/xml/blog/2006/03/more_statistics_on_user_clicks.html"" rel=""nofollow"">http://www.oreillynet.com/xml/blog/2006/03/more_statistics_on_user_clicks.html</a></p>

<p>Incidentally this question is on page one of the search too :)</p>

<p>Its from 2006, but the first bit has a little about the font size settings in IE.</p>

<p>I doubt there is any documented data for this specific thing. </p>

<p>One thing I can tell you is that in over 10 years of working around computers I've seen about 1 in 10 users having a above default DPI setting. eg. 120 that caused the font size to be bigger than 16px in their browser. It also caused layouts that weren't styled properly to break.</p>",,,1,,2010-10-04 05:16:53.580000+00:00,,2010-10-04 05:16:53.580000+00:00,,,,,425680.0,3852734,2,4,,,4100860.0,"1 in 10 seems about right in my experience as well, maybe a little lower like 1 in 15 at my current job.  I think it would be higher if more people realized the could change it.",2010-10-04 16:40:07.970000+00:00,3853004.0,446591.0,,0.0
31,11404696,,"<p>EDITED several times. I think this is all you need to do:</p>

<ol>
<li><p>Find all the pieces that can only fall mutually dependent on each other and combine them into an equivalent larger piece (e.g. the <code>T</code> and backwards <code>C</code> in your picture.)</p></li>
<li><p>Iterate through all the pieces, moving them the maximum direction down before they hit something. Repeat until nothing moves.</p></li>
</ol>",,,8,,2012-07-09 23:30:19.373000+00:00,,2012-07-10 03:26:26.937000+00:00,2012-07-10 03:26:26.937000+00:00,,15055.0,,15055.0,11404656,2,2,,,15038293.0,"Piece combination is probably the way to go. You'd have something like `if (pieceA.dependsOn(pieceB) && pieceB.dependsOn(pieceA)) combine(pieceA, pieceB);`",2012-07-09 23:51:31.090000+00:00,11404696.0,439751.0,,0.0
32,12066718,,"<p>You have to escape the /'s in the regex code.</p>

<p>-EDIT-</p>

<p>ascii-lime also pointed out that you can change the delimiter to another non-alphanumeric character(with exceptions). To do this change the / at the start and end of the expression to the character of choice. Example:</p>

<pre><code>'/.+\/regex.com\/index.html+./'
</code></pre>

<p>to</p>

<pre><code>'!.+/regex.com/index.html+.!'
</code></pre>",,,12,,2012-08-22 05:22:54.100000+00:00,,2012-08-22 06:17:13.823000+00:00,2012-08-22 06:17:13.823000+00:00,,1253462.0,,1253462.0,12066642,2,4,,,16117322.0,@RMDan Learn something every day :),2012-08-22 05:43:36.767000+00:00,12066718.0,947478.0,,0.0
33,9322276,,"<p>The simplest answers are to change your queries for your datasets so they don't return multiple rows: combine the rows in your query.</p>

<p>The really simple version of this is to just wrap your existing query for Dataset2 in an outer Select ... Group By:</p>

<p>Slightly revised Dataset2:</p>

<pre><code>SELECT
   Username,
   SUM(totalCol2) as totalCol2
FROM
(
   SELECT Count(*) AS totalCol2, Username FROM database1
   WHERE condition for this column...
   GROUP BY Username   
   UNION ALL
   SELECT Count(*) AS totalCol2, Username FROM database2
   WHERE condition for this column...
   GROUP BY Username
) AS tableA
GROUP BY Username
</code></pre>

<p>A little bigger rewrite would give you:</p>

<pre><code>SELECT
   Username,
   COUNT(*) AS totalCol2
FROM
   (SELECT UserName FROM database1
    WHERE Condition
    UNION ALL
    SELECT UserName FROM database2
    WHERE Condition
    ) AS tableA
 GROUP BY Username
</code></pre>

<p>Either of those queries above will work nicely with a lookup function.</p>

<p>But if your database1 and database2
are the same for all of the ten queries, then I would try to combine them. Maybe something like:</p>

<pre><code>SELECT
   Username,
   SUM(Col1) AS totalCol1,
   SUM(Col2) AS totalCol2,
   ...
FROM
   (SELECT
      UserName,
      CASE WHEN [columns meet condition for Col1]
       THEN 1 ELSE 0 END AS Col1,
      CASE WHEN [test for condition of Column2]
       THEN 1 ELSE 0 END AS Col2,
      ... 
    FROM database1

    UNION ALL
    SELECT
      UserName,
      CASE WHEN [columns meet condition for Col1]
       THEN 1 ELSE 0 END AS Col1,
      CASE WHEN [test for condition of Column2]
       THEN 1 ELSE 0 END AS Col2,
      ... 
    FROM database2
    ) AS tableA
 GROUP BY Username
</code></pre>",,,1,,2012-02-17 02:58:22.920000+00:00,,2012-02-17 02:58:22.920000+00:00,,,,,400375.0,9319779,2,0,,,11762499.0,"Thanks Jamie, that work for now!!   I tested only with 2 dataset, I will go to test with more now!!",2012-02-17 03:31:51.103000+00:00,9322276.0,1004299.0,,0.0
