,id,body,title,title
44,26215948,"<p>my VS2013 writes <code>//</code> when I press <code>Alt Gr + '}'</code>. It is probably caused by an extension but I really don't know which one (or maybe it is something else).</p>

<p>How do I disable this?</p>",Writing // instead of } in VS2013,Writing // instead of } in VS2013
45,26215957,"<p>I am doing simple zooming  implementation, that is working fine but the problem is when i do zoom-in. the footer div locating in the same place and there is lot of white space appearing between zooming div and footer. </p>

<p>Please help me how to maintain same gap between zoom-able div and footer even you did zoom-in/zoom-out.</p>

<p>I tried all the postion options even it not  happening as expected please need help.</p>

<pre><code>&lt;!DOCTYPE html&gt;
&lt;!-- saved from url=(0033)http://3dant.com/apps/graphpaper/ --&gt;
&lt;html&gt;
&lt;head&gt;
&lt;meta http-equiv=""Content-Type"" content=""text/html; charset=ISO-8859-1""&gt;
&lt;script src=""http://code.jquery.com/jquery-latest.min.js"" type=""text/javascript""&gt;&lt;/script&gt;
&lt;script&gt;
    function dragStart(ev) {
        ev.dataTransfer.effectAllowed = 'move';
        ev.dataTransfer.setData(""Text"", ev.target.getAttribute('id'));
        ev.dataTransfer.setDragImage(ev.target, 0, 0);
        return true;
    }
    function dragEnter(ev) {
        ev.preventDefault();
        return true;
    }
    function dragOver(ev) {
        return false;
    }
    function dragDrop(ev) {
        var src = ev.dataTransfer.getData(""Text"");
        ev.target.appendChild(document.getElementById(src));
        ev.stopPropagation();
        return false;
    }

    // Zooming
    var sclVal = 1;
    var minZoom = 0.5;
    var maxZoom = 1.5;

    function ZoomIn(event) {
        if (sclVal &gt; minZoom ) {
            sclVal = sclVal - 0.1;
            console.log(sclVal);
            if (sclVal &gt; minZoom &amp;&amp; sclVal &lt; maxZoom) {
                $(""#section"").css(""-ms-transform"", ""scale("" + sclVal + "")"");
                $(""#section"").css(""-webkit-transform"", ""scale("" + sclVal + "")"");
                $(""#section"").css(""transform"", ""scale("" + sclVal + "")"");
            }
        }
    };

    function ZoomOut(event) {
        if (sclVal &lt; maxZoom ) {
            sclVal = sclVal + 0.1;
            console.log(sclVal);
            if (sclVal &gt; minZoom &amp;&amp; sclVal &lt; maxZoom) {
                $(""#section"").css(""-ms-transform"", ""scale("" + sclVal + "")"");
                $(""#section"").css(""-webkit-transform"", ""scale("" + sclVal + "")"");
                $(""#section"").css(""transform"", ""scale("" + sclVal + "")"");
            }
        }
    };

    $(document).ready(function() {

        $(""#ZoomOut"").click(function(event) {
            ZoomOut();

        });


        $(""#ZoomIn"").click(function(event) {
            ZoomIn();

        });


    });

&lt;/script&gt;
&lt;style&gt;

#graph_paper {
    border: 2px solid #a1a1a1;
    height: 700px;
    width: 1340px;
}

#header {
    background-color: black;
    color: white;
    text-align: center;
    padding: 5px;
}

#nav {
    line-height: 30px;
    background-color: #eeeeee;
    height: 700px;
    width: 200px;
    float: left;
    padding: 5px;
}

#section {
    width: 350px;
    float: left;
    padding: 10px;
    transform-origin: top left;
}

#footer {
    background-color: black;
    color: white;
    clear: both;
    text-align: center;
    padding: 5px;
    position: relative;
    left:10px;
}

#cellDiv2 {
    height: 500px;
    width: 350px;
    border: 1px #D3D3D3 solid;
}

td,table {
    border: 1px solid #a1a1a1;
}
&lt;/style&gt;
&lt;/head&gt;
&lt;body&gt;

    &lt;div id=""header""&gt;
        &lt;h1&gt;Id Card Print&lt;/h1&gt;
    &lt;/div&gt;

    &lt;div id=""nav""&gt;

            &lt;table id=""table1"" draggable=""true"" ondragstart=""return dragStart(event)""&gt;
                &lt;tr&gt;
                    &lt;td&gt;aaaaaaaaaa&lt;/td&gt;
                    &lt;td&gt;bbbbbbbbbb&lt;/td&gt;
                &lt;/tr&gt;
                &lt;tr&gt;
                    &lt;td&gt;cccccccccc&lt;/td&gt;
                    &lt;td&gt;dddddddddd&lt;/td&gt;
                &lt;/tr&gt;
            &lt;/table&gt;

        &lt;input id=""ZoomIn"" type=""button"" value=""-"" /&gt;
        &lt;input id=""ZoomOut"" type=""button"" value=""+"" /&gt;
    &lt;/div&gt;
    &lt;div id=""section""&gt;
        &lt;table&gt;
            &lt;tr&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
            &lt;/tr&gt;
            &lt;tr&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
            &lt;/tr&gt;
            &lt;tr&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
                &lt;td&gt;
                    &lt;div id=""cellDiv2"" ondragenter=""return dragEnter(event)""
                        ondrop=""return dragDrop(event)""
                        ondragover=""return dragOver(event)""&gt;&lt;/div&gt;
                &lt;/td&gt;
            &lt;/tr&gt;
        &lt;/table&gt;

    &lt;/div&gt;

    &lt;div id=""footer""&gt;Copyright ..............&lt;/div&gt;
&lt;/body&gt;
&lt;/html&gt;
</code></pre>

<p><a href=""http://jsfiddle.net/ravikumarmaddi/z16jc6wa/1/"" rel=""nofollow"">http://jsfiddle.net/ravikumarmaddi/z16jc6wa/1/</a></p>",how to make footer <div> as relative to zoom-able content <div>?,how to make footer <div> as relative to zoom-able content <div>?
46,26215958,"<p>I am developing an Ember Application this includes normal handlebars <strong>{{if}}</strong> functionality </p>

<p>I am trying to implement accordion function from jqueryUI--- <a href=""http://jqueryui.com/accordion/"" rel=""nofollow"">http://jqueryui.com/accordion/</a></p>

<pre><code>{{if showContent}}  
 &lt;div id=""accordion""&gt;
      &lt;h3&gt;Section 1&lt;/h3&gt;
      &lt;div&gt;
        &lt;p&gt;
        Mauris mauris ante, blandit et, ultrices a, suscipit eget, quam. Integer
        ut neque. Vivamus nisi metus, molestie vel, gravida in, condimentum sit
        amet, nunc. Nam a nibh. Donec suscipit eros. Nam mi. Proin viverra leo ut
        odio. Curabitur malesuada. Vestibulum a velit eu ante scelerisque vulputate.
        &lt;/p&gt;
      &lt;/div&gt;
      &lt;h3&gt;Section 2&lt;/h3&gt;
      &lt;div&gt;
        &lt;p&gt;
        Sed non urna. Donec et ante. Phasellus eu ligula. Vestibulum sit amet
        purus. Vivamus hendrerit, dolor at aliquet laoreet, mauris turpis porttitor
        velit, faucibus interdum tellus libero ac justo. Vivamus non quam. In
        suscipit faucibus urna.
        &lt;/p&gt;
      &lt;/div&gt;
      &lt;h3&gt;Section 3&lt;/h3&gt;
      &lt;div&gt;
        &lt;p&gt;
        Nam enim risus, molestie et, porta ac, aliquam ac, risus. Quisque lobortis.
        Phasellus pellentesque purus in massa. Aenean in pede. Phasellus ac libero
        ac tellus pellentesque semper. Sed ac felis. Sed commodo, magna quis
        lacinia ornare, quam ante aliquam nisi, eu iaculis leo purus venenatis dui.
        &lt;/p&gt;
        &lt;ul&gt;
          &lt;li&gt;List item one&lt;/li&gt;
          &lt;li&gt;List item two&lt;/li&gt;
          &lt;li&gt;List item three&lt;/li&gt;
        &lt;/ul&gt;
      &lt;/div&gt;
    &lt;/div&gt;

{{/if}}
</code></pre>

<p>the script function </p>

<pre><code>  &lt;script&gt;
  $(function() {
    $( ""#accordion"" ).accordion();
  });
  &lt;/script&gt;
</code></pre>

<p>is not getting executed as I enclose the <strong>div id ""accordion""</strong> within a <strong>{{if}}</strong> helper how do i execute the script after the div ""accordion"" has been loaded to the DOM</p>

<p>UPDATE : A JSBIN of what I actually need <a href=""http://jsbin.com/wejaba/5/edit"" rel=""nofollow"">http://jsbin.com/wejaba/5/edit</a></p>",How to execute JQuery function on handlebars generated element?,How to execute JQuery function on handlebars generated element?
47,26215973,"<p>Is there a way to assign arbitrary values to dynamically named variables in pure shell (i.e. <code>sh</code>, not <code>bash</code>) without using <code>eval</code>?</p>

<p>I would like to know if there was a way to avoid using <code>eval</code> as it can allow for arbitrary code execution.</p>

<p><code>let</code> seems only to work only for numerical values.</p>",Dynamic variable assignment in pure shell without using eval,Dynamic variable assignment in pure shell without using eval
48,26215984,"<p>I'm new to OnsenUI. I'm trying to show a page that uses navigator and I also want to have a sidebar on the same page. According to the documentation, this is possible, but I'm battling to get this to work. I currently have this:</p>

<pre><code>&lt;ons-sliding-menu var=""sidebar"" main-page=""index.html"" menu-page=""menu.html"" max-slide-distance=""200px"" type=""reveal"" side=""left""&gt;
&lt;/ons-sliding-menu&gt;

&lt;ons-navigator title=""Navigator"" var=""mainNavigator""&gt;
    &lt;ons-page id=""home-page""&gt;
        &lt;ons-toolbar&gt;
            &lt;div class=""center""&gt;TITLE&lt;/div&gt;
        &lt;/ons-toolbar&gt;
        &lt;ons-list id=""main-list""&gt;
        &lt;/ons-list&gt;
    &lt;/ons-page&gt;
&lt;/ons-navigator&gt;

&lt;ons-template id=""menu.html""&gt;
    &lt;ons-page&gt;
        &lt;h1&gt;Sidebar&lt;/h1&gt;
    &lt;/ons-page&gt;
&lt;/ons-template&gt;
</code></pre>

<p>However, this does not show the sidebar or provide the sidebar functionality. I cannot find any documentation on how to do this. Any ideas?</p>",Onsen use Navigator and Sidebar On Same Page,Onsen use Navigator and Sidebar On Same Page
49,26215985,"<p>I'm trying to create a collection_action where I'm going to do something with the entire collection of filtered items.  My problem is that from within the collection_action I don't seem to have access to the filtered collection.  When I access <code>collection</code> it is only the items that are on the first page of records.  In my action_item I have access to <code>collection_before_scope</code> which is exactly the filtered record I want, but this is empty when I try to access it from within my <code>collection_action</code>. </p>

<p>Below is my <code>current setup</code> attempting to find the correct collection.</p>

<pre><code>collection_action :dosmth, :method =&gt; :get do
  # collection_before_scope will be empty
  puts ""collection_before_scope = "" + collection_before_scope.to_yaml

  # collection will return only the filtered items on the front page
  puts ""collection = "" + collection.to_yaml

  redirect_to :back, notice: 'Something happening'
end

action_item :only =&gt; :index do
  # collection_before_scope will return the full collection that I'm looking for.
  puts ""collection_before_scope = "" + collection_before_scope.to_yaml 

  link_to ""Export"", dosmth_admin_earned_points_path(controller.params)
end
</code></pre>

<p>The closest related question I could find was this, <a href=""https://stackoverflow.com/questions/21756136/activeadmin-collection-action-on-filtered-data"">ActiveAdmin Collection action on filtered data</a>, which didn't seem to help me out.</p>

<p>Any help would be greatly appreciated.</p>

<p>Thank you,</p>

<p><strong>Update:</strong></p>

<p>I still have the same problem, but I have figured something out.  If I try to access the collection before the <code>collection_before_scope</code> then the correct filtered items are in collection_before_scope.  I don't want to have to access the collection just to get the correct <code>collection_before_scope</code> though.  Not sure why this would happen.</p>

<pre><code>collection_action :dosmth, :method =&gt; :get d0
  # collection will return only the filtered items on the front page
  puts ""collection = "" + collection.to_yaml

  # collection_before_scope will be correct because I accessed the collection first.  why???
  puts ""collection_before_scope = "" + collection_before_scope.to_yaml

  redirect_to :back, notice: 'Something happening'
end
</code></pre>",ActiveAdmin Access filtered collection,ActiveAdmin Access filtered collection
50,26215989,"<p>I want to use a objc library and a objc class in a swift class. So I place the following in the Bridging-Header.h: </p>

<pre><code>#import &lt;FooLibrary/FooLibrary.h&gt;
#import ""FooClass.h""
</code></pre>

<p>The problem is that the FooClass.h has </p>

<pre><code>#import ""FooLibrary.h"".
</code></pre>

<p>So when I compile I get hundreds of errors like:""Redefinition of enumerator"" and ""Property has previous definition"" and ""Duplicate protocol definition"" and ""Typedef redefinition""</p>

<p>How do I avoid this? It seems like this is just a stupid mental block I am having but I can't get past it so here I am asking.</p>

<p>PartiallyFinite suggested I watch for <code>#include</code></p>

<p>I did a project wide search and I and not using it at all. There are a few in the library. I chose one of the errors. The file the decoration is in is never included in any file with <code>#include</code></p>","How to avoid ""Redefinition"" and ""Duplicate Protocol"" definition errors in Bridging Header","How to avoid ""Redefinition"" and ""Duplicate Protocol"" definition errors in Bridging Header"
51,26216000,"<p>I know that there is the possibility to jump to a certain position in the owl carousel by current position-number. Like:</p>

<pre><code>$('.jumpTo').click(function(){
  carousel.trigger('owl.jumpTo', 3)
});
</code></pre>

<p>Would it be possible to jump to matching ID? Let's assume that I have a site with thumbnails and the click on one of them opens a modal with the owl carousel beeing at the right/matching position. Something like:</p>

<pre><code>var myattr = $(this).attr('subcategory');
$('.jumpTo').click(function(){
  carousel.trigger('owl.jumpTo', '[subcategory=""' + myattr + '""]')
});
</code></pre>

<p>Thanks in advance!</p>

<p>EDIT:</p>

<p>An hash-URL solutio would also be great, but: the owl carousel opens up in an fancybox...</p>

<p>SECOND EDIT:</p>

<p>Sorry, the specifications was changed and it gets more difficult. The owl slider opens up in an iframe in an fancybox modal. Any ideas how to communicate the data into it?!</p>

<p>THIRD EDIT:</p>

<p>code from the website:</p>

<pre><code>&lt;div id=""theid"" class=""joinlight breit-quarter"" subcategory=""test""&gt;
        &lt;div class=""breit-quarter-inside""&gt;
        &lt;a id=""content_1_phcontent_1_rptPictures_ctl00_lnkImage"" class=""quarterthumb fancybox fancybox.iframe "" href=""extern1.html""&gt;&lt;/a&gt;
        &lt;p&gt;Quartier Reiterstaffel: Dies ist ein Testtext&lt;/p&gt;
        &lt;p&gt;&amp;nbsp;&lt;/p&gt;
        &lt;p&gt;&lt;a id=""content_1_phcontent_1_rptPictures_ctl00_lnkDownloadJPG"" class=""jobTitle"" href=""http://placehold.it/400x300""&gt;Download JPG&lt;/a&gt;&lt;/p&gt;
        &lt;p&gt;&lt;/p&gt;
        &lt;/div&gt;
    &lt;/div&gt;
</code></pre>

<p>Code from the iframe:</p>

<pre><code>&lt;div id=""wrap""&gt;
            &lt;div id=""wrap_small""&gt;
            &lt;div id=""sync2"" class=""owl-retro-carousel""&gt;
              &lt;div class=""item""&gt;&lt;img src=""http://placehold.it/80x60"" /&gt;&lt;/div&gt;
              &lt;div class=""item""&gt;&lt;img src=""http://placehold.it/80x60"" /&gt;&lt;/div&gt;
              &lt;div class=""item""&gt;&lt;img src=""http://placehold.it/80x60"" /&gt;&lt;/div&gt;

            &lt;/div&gt;
            &lt;/div&gt;
        &lt;div id=""wrap_big""&gt;
        &lt;div id=""sync1"" class=""owl-retro-carousel""&gt;
              &lt;div class=""item""&gt;&lt;img src=""http://placehold.it/500x500"" /&gt;&lt;p&gt;Room shot at the Delta Bow Valley during the speaker presentations&lt;/p&gt;&lt;/div&gt;
              &lt;div class=""item""&gt;&lt;img src=""http://placehold.it/500x500"" /&gt;&lt;p&gt;Derrick Rozdeba, Bayer CropScience, presenting to delegate teams on how to present their ideas&lt;/p&gt;&lt;/div&gt;
              &lt;div class=""item"" subcategory=""test""&gt;&lt;img src=""http://placehold.it/500x500"" /&gt;&lt;p&gt;Team presentations on Friday&lt;/p&gt;&lt;/div&gt;

            &lt;/div&gt;
            &lt;/div&gt;
        &lt;/div&gt;
</code></pre>

<p>So, if i click on the href on the webiste the owl carousel should jump to the third(matching) item.</p>",Owl carousel: jump to a slide with an certain id,Owl carousel: jump to a slide with an certain id
52,26216003,"<p>Is there a way to programatically expand an nvd3 IndentedTree as in <a href=""http://nvd3.org/examples/indentedtree.html"" rel=""nofollow"">http://nvd3.org/examples/indentedtree.html</a> to a specific element of the tree and add a class ""active"" to this element?</p>

<p>Thanks!</p>",Expand IndentedTree to specific element,Expand IndentedTree to specific element
53,26216004,"<p>I was looking through some example code from the elasticsearch library and I noticed these symbols:</p>

<pre><code>        java.lang.Short.class.getName(), ""[S"", ""[[S"", ""[[[S"",
        java.lang.Character.class.getName(), ""[C"", ""[[C"", ""[[[C"",
        java.lang.Byte.class.getName(), ""[B"", ""[[B"", ""[[[B"",
        java.lang.Boolean.class.getName(), ""[Z"", ""[[Z"", ""[[[Z"",
</code></pre>

<p>What do they mean? They are only noted next to the primitive datatype objects.</p>",What does this symbol mean in Java?,What does this symbol mean in Java?
54,26216006,"<p>I'm quite new to <code>FOR XML</code> in SQL Server, I've searched considerable and I can't find an answer to this.</p>

<p>Can I have a variable element name using 'for xml' where the element name is not hard-coded and is instead take from a cell in each row? Take the following example...</p>

<p>Table <code>ORDERS</code>:</p>

<pre><code>ID     STATUS       TIME      AMOUNT
------------------------------------
1      COMPLETE     02:31     2355
2      ACCEPTED     02:39     6653
3      ACCEPTED     04:21     4102
4      RECEIVED     05:03     4225
</code></pre>

<p><code>FOR XML</code> query:</p>

<pre><code>select ID,
       TIME as STATUS_TIME,
       AMOUNT as CURRENT_AMOUNT
from   ORDERS
for xml raw('  **STATUS NAME HERE**  '),root('ORDERS'), elements
</code></pre>

<p>Required output:</p>

<pre><code>&lt;ORDERS&gt;
   &lt;COMPLETE&gt;               &lt;&lt;&lt;&lt;--- Variable element name from STATUS in ORDERS
       &lt;ID&gt;1&lt;/ID&gt;
       &lt;STATUS_TIME&gt;02:31&lt;/STATUS_TIME&gt;
       &lt;CURRENT_AMOUNT&gt;2355&lt;/CURRENT_AMOUNT&gt;
   &lt;/COMPLETE&gt;
   &lt;ACCEPTED&gt;               &lt;&lt;&lt;&lt;--- Variable element name from STATUS in ORDERS
       &lt;ID&gt;2&lt;/ID&gt;
       &lt;STATUS_TIME&gt;02:39&lt;/STATUS_TIME&gt;
       &lt;CURRENT_AMOUNT&gt;6653&lt;/CURRENT_AMOUNT&gt;
   &lt;/ACCEPTED&gt;
   &lt;ACCEPTED&gt;               &lt;&lt;&lt;&lt;--- Variable element name from STATUS in ORDERS
       &lt;ID&gt;3&lt;/ID&gt;
       &lt;STATUS_TIME&gt;04:21&lt;/STATUS_TIME&gt;
       &lt;CURRENT_AMOUNT&gt;4102&lt;/CURRENT_AMOUNT&gt;
   &lt;/ACCEPTED&gt;
   &lt;RECEIVED&gt;               &lt;&lt;&lt;&lt;--- Variable element name from STATUS in ORDERS
       &lt;ID&gt;4&lt;/ID&gt;
       &lt;STATUS_TIME&gt;05:03&lt;/STATUS_TIME&gt;
       &lt;CURRENT_AMOUNT&gt;4225&lt;/CURRENT_AMOUNT&gt;
   &lt;/RECEIVED&gt;
&lt;/ORDERS&gt;
</code></pre>

<p>I know I'm able to give attributes to the element names, and that I could give the individual <code>ORDER</code> in <code>ORDERS</code> and attribute of <code>STATUS</code> like below but unfortunately that's not what the people that will receive the XML document are looking for :(</p>

<pre><code>select ID,
       STATUS as '@STATUS'
       TIME as STATUS_TIME,
       AMOUNT as CURRENT_AMOUNT
from   ORDERS
for xml raw('ORDER'),root('ORDERS'), elements
</code></pre>

<p>Output:</p>

<pre><code>&lt;ORDERS&gt;
   &lt;ORDER STATUS='COMPLETE'&gt;                &lt;&lt;&lt;&lt;--- Attribute for STATUS but not what I want
       &lt;ID&gt;1&lt;/ID&gt;
       &lt;STATUS_TIME&gt;02:31&lt;/STATUS_TIME&gt;
       &lt;CURRENT_AMOUNT&gt;2355&lt;/CURRENT_AMOUNT&gt;
   &lt;/ORDER&gt;
   &lt;ORDER STATUS='ACCEPTED'&gt;               &lt;&lt;&lt;&lt;--- Attribute for STATUS but not what I want
       &lt;ID&gt;2&lt;/ID&gt;
       &lt;STATUS_TIME&gt;02:39&lt;/STATUS_TIME&gt;
       &lt;CURRENT_AMOUNT&gt;6653&lt;/CURRENT_AMOUNT&gt;
   &lt;/ORDER&gt;
....
</code></pre>

<p>I'd like to be able to do all this within SQL Server if possible. <strong>Many, many thanks if you can help me at all on this.</strong></p>",FOR XML SQL Server - Variable Element name in output XML,FOR XML SQL Server - Variable Element name in output XML
55,26216008,"<p>Im using Android Studio 0.8.6</p>

<p>I want to change way how tags are automatically closed.</p>

<p>Now it looks like this:</p>

<pre><code>&lt;Button
    android:layout_width=""wrap_content""
    android:layout_height=""wrap_content"" /&gt;
</code></pre>

<p>And I want something like this:</p>

<pre><code>&lt;Button
    android:layout_width=""wrap_content""
    android:layout_height=""wrap_content"" 
/&gt;
</code></pre>

<p>because when I want to copy last attribute - I can't just select whole line because tag end is there.</p>

<p>I was looking for such option in <code>File -&gt; Settings -&gt; Editor</code>, but I can't find it.</p>",Android Studio - automatic tag closing - close in new line,Android Studio - automatic tag closing - close in new line
56,26216013,"<p>Lets say I want to write generic function <code>foo</code> that will use pattern matching to check whether passed argument is of type of it's generic argument <code>T</code></p>

<p>Naive attempt:</p>

<pre><code>  def foo[T]: PartialFunction[Any, Boolean] = {
    case x: T =&gt;
      true
    case _ =&gt;
      false
  }
</code></pre>

<p>... won't work since <code>T</code> gets ereased. Compiller warning confirms that:</p>

<pre><code>Warning:(11, 13) abstract type pattern T is unchecked since it is eliminated by erasure
    case x: T =&gt;
            ^
</code></pre>

<p>What is the best way to get it work?</p>",Pattern matching and (ereased) generic function type argument,Pattern matching and (ereased) generic function type argument
57,26216020,"<p>I have a Modal Popup with dynamic controls. I need to add new text box in Button click.</p>

<p><strong>JQuery:-</strong> </p>

<pre><code>&lt;script type=""text/javascript""&gt;
    $(document).ready(function(){
         if($('#hdnclick').val()==1){          
        $('#modelPopup').dialog({
     autoopen:false,     
     title: ""Add New Server"",
     width:650,
     height:450,
     modal:true,        
     buttons:{    
      Close:function(){
      $(this).dialog('close');      
      }
     }     
     });                
          $('#btnadd').click(function(){
            alert('okay');
          });
        }
    });

    &lt;/script&gt;  
</code></pre>

<p><strong>Aspx Code:-</strong></p>

<pre><code>  &lt;asp:GridView ID=""grdservices"" runat=""server"" AutoGenerateColumns=""false"" ShowFooter=""true""&gt;
          &lt;Columns&gt;
        &lt;asp:BoundField DataField=""S.No"" HeaderText=""s.no"" /&gt;
        &lt;asp:TemplateField HeaderText=""service name""&gt;
         &lt;ItemTemplate&gt;
         &lt;asp:TextBox ID=""txtservicename"" runat=""server""&gt;&lt;/asp:TextBox&gt;
     &lt;/ItemTemplate&gt;
    &lt;/asp:TemplateField&gt;
    &lt;asp:TemplateField HeaderText=""description""&gt;
    &lt;ItemTemplate&gt;                                    
    &lt;asp:TextBox ID=""txtDescription"" runat=""server""&gt;&lt;/asp:TextBox&gt;
     &lt;/ItemTemplate&gt;
    &lt;FooterStyle HorizontalAlign=""right"" /&gt;
    &lt;FooterTemplate&gt;    
   &lt;asp:Button ID=""btnadd"" runat=""server"" Text=""add new service"" OnClick=""btnadd_Click"" OnRowCommand=""ButtonClicked"" /&gt;
    &lt;/FooterTemplate&gt;
&lt;/asp:TemplateField&gt;
&lt;/Columns&gt;
/asp:GridView&gt;
</code></pre>

<p>My Issue is this ""btnAddNewServic_Click"" button click fired in first click but this ""btnAddNewServic_Click"" function not fired in second click even anything is not fired in second click. Can anyone one help me to recover this issue..</p>

<p><strong>Output:</strong>
<img src=""https://i.stack.imgur.com/Lelhd.png"" alt=""enter image description here""></p>

<p><strong>Adding New Rows:-</strong></p>

<pre><code> protected void grdServices_RowCommand(object sender, GridViewCommandEventArgs e)
        {
            if (e.CommandName == ""ButtonClicked"")
            {
                hdnclick.Value = ""1"";
                AddNewRowToGrid();
            }
        }


private void AddNewRowToGrid()
        {
            int rowindex = 0;
            if (ViewState[""CurrentTable""] != null)
            {
                DataTable dtCurrentTable = (DataTable)ViewState[""CurrentTable""];
                DataRow drCurrentRow = null;
                if (dtCurrentTable.Rows.Count &gt; 0)
                {
                    for (int i = 1; i &lt;= dtCurrentTable.Rows.Count; i++)
                    {
                        TextBox Box1 = (TextBox)grdservices.Rows[rowindex].Cells[1].FindControl(""txtservicename"");
                        TextBox Box2 = (TextBox)grdservices.Rows[rowindex].Cells[2].FindControl(""txtDescription"");

                        drCurrentRow = dtCurrentTable.NewRow();
                        drCurrentRow[""S.No""] = i + 1;

                        dtCurrentTable.Rows[i - 1][""Column1""] = Box1.Text;
                        dtCurrentTable.Rows[i - 1][""Column2""] = Box2.Text;

                        rowindex++;
                    }
                    dtCurrentTable.Rows.Add(drCurrentRow);
                    ViewState[""CurrentTable""] = dtCurrentTable;

                    grdservices.DataSource = dtCurrentTable;
                    grdservices.DataBind();
                }
            }
        }
</code></pre>",Modal Popup button click not fired second time,Modal Popup button click not fired second time
58,26216026,"<p>I have a if directive (it works well).</p>

<p>When I click on the <strong>NAME</strong> , it shows the <strong>image</strong>.</p>

<p>But I would like the image in an other column:</p>

<pre><code>    &lt;!-- COLUMN 1 --&gt;
    &lt;div class=""col-md-4""&gt;
       &lt;div ng-repeat=""product in products""&gt;
          &lt;h3&gt;&lt;a style=""cursor: pointer;"" ng-click=""products.chosen = product""&gt;name: {{product.name}}&lt;/a&gt;   &lt;/h3&gt;
          &lt;!-- add image to colum 2 --&gt;
          &lt;img ng-if=""products.chosen == product"" ng-src=""{{product.url_image}}""/&gt;
       &lt;/div&gt;
    &lt;/div&gt;

&lt;!-- IMAGES COLUMN 2--&gt;
&lt;div class=""col-md-4""&gt;
   &lt;!-- this doesn't work --&gt;
   &lt;img ng-if=""products.chosen == product"" ng-src=""{{product.url_image}}""/&gt;
&lt;/div&gt;
</code></pre>

<p>HERE IS THE MOCKUP:</p>

<p><a href=""http://hpics.li/7678189"" rel=""nofollow"">http://hpics.li/7678189</a></p>

<p>When I click on the name, I have a picture that appears just right down.
I would like the image displayed in Column2.</p>

<p>Thanks for your help !</p>

<p>Carlos</p>",AngularJS IF Directive use columns,AngularJS IF Directive use columns
59,26216030,"<p>What word lists / ""dictionaries"" can you suggest for conveying binary data such as cryptographic fingerprints, hashes etc. ?</p>

<p>Criteria for such a word list are e.g.</p>

<ul>
<li>Compact, i.e. a long list of rather short words so you need less of those words to transmit data</li>
<li>Distinctive words / simple to distinguish (no homonyms, not even accidentally caused by slight mispronunciation)</li>
<li>Simple to spell</li>
</ul>",Distinct & compact word lists to represent e.g. fingerprints or other binary data for humans?,Distinct & compact word lists to represent e.g. fingerprints or other binary data for humans?
60,26216039,"<p>I put several JPanels, each containing a JLabel + JTextField in a GridLayout (as shown below).
I am trying to reduce the spaces between the cells as much as possible.
I did the following :</p>

<pre><code>GridLayout resultsPanelLt = new GridLayout( 0, 3, 0, 0 );
resultsPanelLt.setVgap( 0 );
resultsPanelLt.setHgap( 0 );
JPanel resultPanel =  new JPanel( resultsPanelLt );

// I added several panels like this one
JPanel markUpPanel = new JPanel( new FlowLayout( FlowLayout.RIGHT ));
markUpPanel.setPreferredSize( new Dimension(100, 20) );
markUpPanel.setMaximumSize( new Dimension(100, 20) );
markUpPanel.setBorder(BorderFactory.createEmptyBorder(0,0,0,0));
markUpPanel.add( new JLabel( ""MarkUp"" ) );
JTextField markUp = new JTextField();
markUp.setMargin(new Insets(0, 0, 0, 0));
markUpPanel.add( markUp );

resultPanel.add( markUpPanel );
</code></pre>

<p><img src=""https://i.stack.imgur.com/eIJfU.png"" alt=""I would like to remove the spaces between rows"">
I would like to remove the spaces between rows or put them to 1px for instance.</p>",GridLayout null margins,GridLayout null margins
