,id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
10,45940861,Android 8: Cleartext HTTP traffic not permitted,"<p>I had reports from users with Android 8 that my app (that uses back-end feed) does not show content. After investigation I found following Exception happening on Android 8:</p>

<pre><code>08-29 12:03:11.246 11285-11285/ E/: [12:03:11.245, main]: Exception: IOException java.io.IOException: Cleartext HTTP traffic to * not permitted
at com.android.okhttp.HttpHandler$CleartextURLFilter.checkURLPermitted(HttpHandler.java:115)
at com.android.okhttp.internal.huc.HttpURLConnectionImpl.execute(HttpURLConnectionImpl.java:458)
at com.android.okhttp.internal.huc.HttpURLConnectionImpl.connect(HttpURLConnectionImpl.java:127)
at com.deiw.android.generic.tasks.AbstractHttpAsyncTask.doConnection(AbstractHttpAsyncTask.java:207)
at com.deiw.android.generic.tasks.AbstractHttpAsyncTask.extendedDoInBackground(AbstractHttpAsyncTask.java:102)
at com.deiw.android.generic.tasks.AbstractAsyncTask.doInBackground(AbstractAsyncTask.java:88)
at android.os.AsyncTask$2.call(AsyncTask.java:333)
at java.util.concurrent.FutureTask.run(FutureTask.java:266)
at android.os.AsyncTask$SerialExecutor$1.run(AsyncTask.java:245)
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1162)
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:636)
at java.lang.Thread.run(Thread.java:764)
</code></pre>

<p>(I've removed package name, URL and other possible identifiers)</p>

<p>On Android 7 and lower everything works, I do not set <code>android:usesCleartextTraffic</code> in Manifest (and setting it to <code>true</code> does not help, that is the default value anyway), neither do I use Network Security Information. If I call <code>NetworkSecurityPolicy.getInstance().isCleartextTrafficPermitted()</code>, it returns <code>false</code> for Android 8, <code>true</code> for older version, using the same apk file.
I tried to find some mention of this on Google info about Android O, but without success.</p>",50834600.0,33,2,,2017-08-29 13:48:06.670000+00:00,341,2021-02-24 16:31:06.957000+00:00,,,,,2881509.0,,1,1273,android|http|https,874084
11,38138100,"AddTransient, AddScoped and AddSingleton Services Differences","<p>I want to implement <a href=""https://en.wikipedia.org/wiki/Dependency_injection"" rel=""noreferrer"">dependency injection</a> (DI) in ASP.NET Core. So after adding this code to <strong><em><code>ConfigureServices</code></em></strong> method, both ways work.</p>

<p>What is the difference between the <code>services.AddTransient</code> and <code>service.AddScoped</code> methods in ASP.NET Core?</p>

<pre><code>public void ConfigureServices(IServiceCollection services)
{
    // Add framework services.

    // Add application services.
    services.AddTransient&lt;IEmailSender, AuthMessageSender&gt;();
    services.AddScoped&lt;IEmailSender, AuthMessageSender&gt;();
}
</code></pre>",38139500.0,8,10,,2016-07-01 06:03:02.523000+00:00,419,2020-11-17 06:26:16.150000+00:00,2020-03-07 21:21:56.440000+00:00,,63550.0,,1368240.0,,1,1209,c#|asp.net-core|.net-core,551321
12,44493378,What's the difference between implementation and compile in Gradle?,"<p>After updating to Android Studio 3.0 and creating a new project, I noticed that in <code>build.gradle</code> there is a new way to add new dependencies instead of <code>compile</code> there is <code>implementation</code> and instead of <code>testCompile</code> there is <code>testImplementation</code>.</p>

<p>Example:</p>

<pre><code> implementation 'com.android.support:appcompat-v7:25.0.0'
 testImplementation 'junit:junit:4.12'
</code></pre>

<p>instead of</p>

<pre><code> compile 'com.android.support:appcompat-v7:25.0.0'
 testCompile 'junit:junit:4.12'
</code></pre>

<p>What's the difference between them and what should I be using?</p>",44493379.0,10,0,,2017-06-12 07:13:13.100000+00:00,276,2021-02-21 09:38:45.517000+00:00,2018-11-22 06:15:09.057000+00:00,,3990767.0,,3998402.0,,1,1143,gradle|build.gradle|dependency-management|gradle-plugin|transitive-dependency,382367
13,37233735,TypeScript: Interfaces vs Types,"<p>What is the difference between these statements (interface vs type)?</p>

<pre><code>interface X {
    a: number
    b: string
}

type X = {
    a: number
    b: string
};
</code></pre>",37233777.0,16,3,,2016-05-15 01:53:52.903000+00:00,241,2021-02-21 01:18:32.197000+00:00,2020-02-27 14:49:30.457000+00:00,user6101582,271200.0,user6101582,,,1,1055,typescript,222004
14,38060436,What are the new features in C++17?,"<p>C++17 is now feature complete, so unlikely to experience large changes. Hundreds of proposals were put forward for C++17.</p>

<p>Which of those features were added to C++ in C++17?</p>

<p>When using a C++ compiler that supports ""C++1z"", which of those features are going to be available when the compiler updates to C++17?</p>",38060437.0,1,5,2020-07-31 07:59:12.857000+00:00,2016-06-27 18:06:32.597000+00:00,551,2020-04-03 07:53:21.373000+00:00,2018-01-16 18:41:01.417000+00:00,,5377495.0,,1774667.0,,1,1006,c++|standards|c++-faq|c++17,229479
15,43574426,Java: How to resolve java.lang.NoClassDefFoundError: javax/xml/bind/JAXBException,"<p>I have some code that uses JAXB API classes which have been provided as a part of the JDK in Java 6/7/8.  When I run the same code with Java 9, at runtime I get errors indicating that JAXB classes can not be found.</p>

<p>The JAXB classes have been provided as a part of the JDK since Java 6, so why can Java 9 no longer find these classes?</p>",43574427.0,35,4,,2017-04-23 17:40:23.460000+00:00,270,2021-02-11 03:21:53.283000+00:00,2020-10-06 08:46:46.710000+00:00,,10907864.0,,3814029.0,,1,945,java|jaxb|java-9|java-11|java-10,759925
16,39152071,Can't bind to 'formGroup' since it isn't a known property of 'form',"<p><strong>THE SITUATION:</strong></p>

<p>Please help! I am trying to make what should be a very simple form in my Angular2 app but no matter what it never works.</p>

<p><strong>ANGULAR VERSION:</strong></p>

<p>Angular 2.0.0 Rc5</p>

<p><strong>THE ERROR:</strong></p>

<pre class=""lang-none prettyprint-override""><code>Can't bind to 'formGroup' since it isn't a known property of 'form'
</code></pre>

<p><a href=""https://i.stack.imgur.com/7elmg.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/7elmg.png"" alt=""enter image description here""></a></p>

<p><strong>THE CODE:</strong></p>

<p><strong>The view:</strong></p>

<pre class=""lang-html prettyprint-override""><code>&lt;form [formGroup]=""newTaskForm"" (submit)=""createNewTask()""&gt;
   &lt;div class=""form-group""&gt;
      &lt;label for=""name""&gt;Name&lt;/label&gt;
      &lt;input type=""text"" name=""name"" required&gt;
   &lt;/div&gt;
   &lt;button type=""submit"" class=""btn btn-default""&gt;Submit&lt;/button&gt;
&lt;/form&gt;
</code></pre>

<p><strong>The controller:</strong></p>

<pre><code>import { Component } from '@angular/core';
import { FormGroup, FormControl, Validators, FormBuilder }  from '@angular/forms';
import {FormsModule,ReactiveFormsModule} from '@angular/forms';
import { Task } from './task';

@Component({
    selector: 'task-add',
    templateUrl: 'app/task-add.component.html'

})
export class TaskAddComponent {

    newTaskForm: FormGroup;

    constructor(fb: FormBuilder) 
    {
        this.newTaskForm = fb.group({
            name: ["""", Validators.required]
        });
    }

    createNewTask()
    {
        console.log(this.newTaskForm.value)
    } 
}
</code></pre>

<p><strong>The ngModule:</strong></p>

<pre><code>import { NgModule }      from '@angular/core';
import { BrowserModule } from '@angular/platform-browser';
import { FormsModule }   from '@angular/forms';

import { routing }        from './app.routing';
import { AppComponent }  from './app.component';
import { TaskService } from './task.service'

@NgModule({
    imports: [ 
        BrowserModule,
        routing,
        FormsModule
    ],
    declarations: [ AppComponent ],
    providers: [
        TaskService
    ],
    bootstrap: [ AppComponent ]
})
export class AppModule { }
</code></pre>

<p><strong>THE QUESTION:</strong></p>

<p>Why am I getting that error?</p>

<p>Am I missing something?</p>",39152110.0,32,1,,2016-08-25 18:09:06.380000+00:00,101,2021-01-09 13:40:56.357000+00:00,2020-05-30 08:06:23.567000+00:00,,5377805.0,,2433664.0,,1,942,angular|typescript|angular2-forms,785495
17,42939454,What is the difference between .NET Core and .NET Standard Class Library project types?,"<p>In Visual Studio, there are at least three different types of class libraries you can create:</p>
<ul>
<li>Class Library (.NET Framework)</li>
<li>Class Library (.NET Standard)</li>
<li>Class Library (.NET Core)</li>
</ul>
<p>While the first is what we've been using for years, a major point of confusion I've been having is when to use the .NET Standard and .NET Core class library types. I've been bitten by this recently when attempting to <a href=""https://stackoverflow.com/a/42748869/983064"">multi-target different framework versions</a>, and <a href=""https://stackoverflow.com/questions/42938879/cant-get-xunit-tests-to-run-with-net-core"">creating a unit test project</a>.</p>
<p>So, what is the difference between <em>Class Library (.NET Standard)</em> and <em>Class Library (.NET Core)</em>, why do both exist, and when should we use one over the other?</p>",42940138.0,11,9,,2017-03-21 22:34:24.367000+00:00,258,2020-08-07 04:42:42.263000+00:00,2020-08-06 14:48:30.867000+00:00,,63550.0,,983064.0,,1,894,.net|.net-core|class-library|.net-standard,197211
18,53452713,Why is 2 * (i * i) faster than 2 * i * i in Java?,"<p>The following Java program takes on average between 0.50 secs and 0.55 secs to run:</p>

<pre><code>public static void main(String[] args) {
    long startTime = System.nanoTime();
    int n = 0;
    for (int i = 0; i &lt; 1000000000; i++) {
        n += 2 * (i * i);
    }
    System.out.println((double) (System.nanoTime() - startTime) / 1000000000 + "" s"");
    System.out.println(""n = "" + n);
}
</code></pre>

<p>If I replace <code>2 * (i * i)</code> with <code>2 * i * i</code>, it takes between 0.60 and 0.65 secs to run. How come?</p>

<p>I ran each version of the program 15 times, alternating between the two. Here are the results:</p>

<pre><code> 2*(i*i)  |  2*i*i
----------+----------
0.5183738 | 0.6246434
0.5298337 | 0.6049722
0.5308647 | 0.6603363
0.5133458 | 0.6243328
0.5003011 | 0.6541802
0.5366181 | 0.6312638
0.515149  | 0.6241105
0.5237389 | 0.627815
0.5249942 | 0.6114252
0.5641624 | 0.6781033
0.538412  | 0.6393969
0.5466744 | 0.6608845
0.531159  | 0.6201077
0.5048032 | 0.6511559
0.5232789 | 0.6544526
</code></pre>

<p>The fastest run of <code>2 * i * i</code> took longer than the slowest run of <code>2 * (i * i)</code>. If they had the same efficiency, the probability of this happening would be less than <code>1/2^15 * 100% = 0.00305%</code>.</p>",53453588.0,10,15,,2018-11-23 20:40:10.073000+00:00,293,2020-07-03 08:22:14.607000+00:00,2019-12-25 04:47:51.850000+00:00,,9194639.0,,10339589.0,,1,869,java|performance|benchmarking|bytecode|jit,248035
19,36795819,When should I use curly braces for ES6 import?,"<p>It seems to be obvious, but I found myself a bit confused about when to use curly braces for importing a single module in ES6. For example, in the React-Native project I am working on, I have the following file and its content:</p>
<h3>File <em>initialState.js</em></h3>
<pre><code>var initialState = {
    todo: {
        todos: [
            {id: 1, task: 'Finish Coding', completed: false},
            {id: 2, task: 'Do Laundry', completed: false},
            {id: 2, task: 'Shopping Groceries', completed: false},
        ]
    }
};

export default initialState;
</code></pre>
<p>In the TodoReducer.js, I have to import it without curly braces:</p>
<pre><code>import initialState from './todoInitialState';
</code></pre>
<p>If I enclose the <code>initialState</code> in curly braces, I get the following error for the following line of code:</p>
<blockquote>
<p>Cannot read property todo of undefined</p>
</blockquote>
<h3>File <em>TodoReducer.js</em>:</h3>
<pre><code>export default function todos(state = initialState.todo, action) {
    // ...
}
</code></pre>
<p>Similar errors also happen to my components with the curly braces. I was wondering when I should use curly braces for a single import, because obviously, when importing multiple component/modules, you have to enclose them in curly braces, which I know.</p>
<p>The Stack Overflow post at <a href=""https://stackoverflow.com/questions/31096597/using-brackets-with-javascript-import-syntax"">here</a> does not answer my question, instead I am asking <em>when</em> I should or should not use curly braces for importing a <strong>single</strong> module, or I should never use curly braces for importing a single module in ES6 (this is apparently not the case, as I have seen single import with curly braces required).</p>",36796281.0,11,3,,2016-04-22 13:58:14.347000+00:00,529,2020-12-31 03:48:30.603000+00:00,2020-12-31 02:00:16.490000+00:00,,63550.0,,2228325.0,,1,868,javascript|import|ecmascript-6,218703
