id,body,title,title
6666,"<p>I am working on a new project. Is there any benefit with going with a WCF web service over a regular old fashion web service?</p>

<p>Visual Studio offers templates for both. What are the differences? Pros and cons?</p>","Web Services -- WCF vs. ASMX (""Standard"")","Web Services -- WCF vs. ASMX (""Standard"")"
6681,"<p>I'm still new to the ASP.NET world, so I could be way off base here, but so far this is to the best of my (limited) knowledge!</p>

<p>Let's say I have a standard business object ""Contact"" in the <em>Business</em> namespace. I write a Web Service to retrieve a Contact's info from a database and return it. I then write a client application to request said details.</p>

<p>Now, I also then create a utility method that takes a ""Contact"" and does some magic with it, like <code>Utils.BuyContactNewHat()</code> say. Which of course takes the Contact of type <code>Business.Contact</code>.</p>

<p>I then go back to my client application and want to utilise the <code>BuyContactNewHat</code> method, so I add a reference to my <em>Utils</em> namespace and there it is. However, a problem arises with:</p>

<pre><code>Contact c = MyWebService.GetContact(""Rob);
Utils.BuyContactNewHat(c); // &lt;&lt; Error Here
</code></pre>

<p>Since the return type of <code>GetContact</code> is of <code>MyWebService.Contact</code> and not <code>Business.Contact</code> as expected. I understand why this is because when accessing a web service, you are actually programming against the proxy class generated by the WSDL.</p>

<p>So, is there an ""easier"" way to deal with this type of mismatch? I was considering perhaps trying to create a generic converter class that uses reflection to ensure two objects have the same structure than simply transferring the values across from one to the other.</p>","ASP.NET Web Service Results, Proxy Classes and Type Conversion","ASP.NET Web Service Results, Proxy Classes and Type Conversion"
6703,"<p>Since I started studying object-oriented programming, I frequently read articles/blogs saying  functions are better, or not all problems should be modeled as objects. From your personal programming adventures, when do you think a problem is better solved by OOP?</p>",When is OOP better suited for?,When is OOP better suited for?
6719,"<p>I've just been learning about master pages in ASP.NET 2.0.  </p>

<p>They sound great, but how well do they work in practice?  </p>

<p>Does anybody have experience of using them for a large web site?</p>",Master Pages for large web sites,Master Pages for large web sites
6729,"<p>I probably spend far too much time trying to make my visual interfaces look good, and while I'm pretty adept at finding the right match between usability and style one area I am hopeless at is making nice looking icons.</p>

<p>How do you people overcome this (I'm sure common) problem?  I'm thinking of things like images on buttons and perhaps most important of all, the actual application icon.</p>

<p>Do you rely on third party designers, in or out of house?  Or do you know of some hidden website that offers lots of icons for us to use?  I've tried Google but I seem to find either expensive packages that are very specific, millions of Star Trek icons or icons that look abysmal at 16x16 which is my preferred size on in-application buttons.</p>

<p>Any help/advice appreciated.</p>",Icons: How does a developer with no design skill make his/her application icons look pretty?,Icons: How does a developer with no design skill make his/her application icons look pretty?
6732,"<p>I have a website that I've just uploaded onto the Internet.  When I browse to the site using Firefox 3.0.1 on Ubuntu I don't see the favicon; Firefox 3.0.1 on WinXP does display it.</p>

<p><strong>Why</strong> isn't the favicon displaying under Ubuntu?   It's a favicon.ico file in the root directory, not referenced in the meta tags; would it work better as a GIF?</p>",Why doesn't my favicon display for my web site?,Why doesn't my favicon display for my web site?
6765,"<p>I'm going to start a new project - rewriting an existing system (PHP + SQL Server) from scratch because of some very serious limitations by design.</p>

<p>We have some quite good knowledge of SQL Server (currently we're using SQL Server 2000 in existing system) and we would like to employ its newer version (2008 I guess) in our new project.</p>

<p>I am really fond of technologies that Java offers - particularly Spring Framework and Wicket and I am quite familiar with Java from others projects and assignments before.
Therefore, we consider using Java and Microsoft SQL Server.</p>

<p>There are two JDBC drivers for SQL Server - jTDS and Microsoft's one - <a href=""http://msdn.microsoft.com/en-us/data/aa937724.aspx"" rel=""noreferrer"">http://msdn.microsoft.com/en-us/data/aa937724.aspx</a>. I think we should test both of them.<br/></p>

<p>Are there any limitations in such solution I should know of? Has someone experience with such a technology combination?</p>",Java + SQL Server - a viable solution?,Java + SQL Server - a viable solution?
6778,"<p>This page from Adobe says to add a ""wmode"" parameter and set its value to ""transparent"": <a href=""http://kb.adobe.com/selfservice/viewContent.do?externalId=tn_14201"" rel=""nofollow noreferrer"">http://kb.adobe.com/selfservice/viewContent.do?externalId=tn_1420</a></p>

<p>This works flawlessly in IE.  The background renders correctly in Firefox and Safari, however as soon as you use the browser's scroll bar then mouse over the Flash control you must click once to activate the control.  You can see this behavior if you try to hit the play button in Adobe's example.</p>

<p>Anyone know a way around this?</p>",How to make a Flash movie with a transparent background,How to make a Flash movie with a transparent background
6785,"<p>Suppose I have a stringbuilder in C# that does this:</p>

<pre><code>StringBuilder sb = new StringBuilder();
string cat = ""cat"";
sb.Append(""the "").Append(cat).("" in the hat"");
string s = sb.ToString();
</code></pre>

<p>would that be as efficient or any more efficient as having:</p>

<pre><code>string cat = ""cat"";
string s = String.Format(""The {0} in the hat"", cat);
</code></pre>

<p>If so, why?</p>

<p><strong>EDIT</strong> </p>

<p>After some interesting answers, I realised I probably should have been a little clearer in what I was asking. I wasn't so much asking for which was quicker at concatenating a string, but which is quicker at <strong><em>injecting</em></strong> one string into another.</p>

<p>In both cases above I want to inject one or more strings into the middle of a predefined template string.</p>

<p>Sorry for the confusion</p>",Is String.Format as efficient as StringBuilder,Is String.Format as efficient as StringBuilder
6811,"<p>Before reading anything else, please take time to read the <a href=""https://stackoverflow.com/questions/1615/how-can-i-modify-xfdl-files-update-1"">original thread</a>.</p>

<p>Overview:  a .xfdl file is a gzipped .xml file which has then been encoded in base64.  I wish to de-encode the .xfdl into xml which I can then modify and then re-encode back into a .xfdl file.</p>

<blockquote>
  <p>xfdl > xml.gz > xml > xml.gz > xfdl</p>
</blockquote>

<p>I have been able to take a .xfdl file and de-encode it from base64 using uudeview:</p>

<pre><code>uudeview -i yourform.xfdl
</code></pre>

<p>Then decommpressed it using gunzip</p>

<pre><code>gunzip -S """" &lt; UNKNOWN.001 &gt; yourform-unpacked.xml
</code></pre>

<p>The xml produced is 100% readable and looks wonderful.  Without modifying the xml then, i should be able to re-compress it using gzip:</p>

<pre><code>gzip yourform-unpacked.xml
</code></pre>

<p>Then re-encoded in base-64:</p>

<pre><code>base64 -e yourform-unpacked.xml.gz yourform_reencoded.xfdl
</code></pre>

<p>If my thinking is correct, the original file and the re-encoded file should be equal.  If I put yourform.xfdl and yourform_reencoded.xfdl into beyond compare, however, they do not match up.  Also, the original file can be viewed in an http://www.grants.gov/help/download_software.jsp#pureedge"">.xfdl viewer.  The viewer says that the re-encoded xfdl is unreadable.  </p>

<p>I have also tried uuenview to re-encode in base64, it also produces the same results. Any help would be appreciated.</p>",How can I encode xml files to xfdl (base64-gzip)?,How can I encode xml files to xfdl (base64-gzip)?
6812,"<p>I have a Microsoft keyboard with a series of non-standard buttons such as ""Mail"", ""Search"" , ""Web/Home"" etc.</p>

<p>It would be nice to be able to bind these keys so they execute arbitrary programs.</p>

<p>Does anybody know how to do this in Debian Etch?</p>",Mapping my custom keys in Debian,Mapping my custom keys in Debian
6816,"<p>I was hoping someone could help me out with a problem I'm having using the java search function in Eclipse on a particular project.</p>

<p>When using the java search on one particular project, I get an error message saying <code>Class file name must end with .class</code> (see stack trace below). This does not seem to be happening on all projects, just one particular one, so perhaps there's something I should try to get rebuilt?</p>

<p>I have already tried <code>Project -&gt; Clean</code>... and Closing Eclipse, deleting all the built class files and restarting Eclipse to no avail.</p>

<p>The only reference I've been able to find on Google for the problem is at <a href=""http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx"" rel=""noreferrer"">http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx</a>, but unfortunately his solution (closing, deleting class files, restarting) did not work for me.</p>

<p>If anyone can suggest something to try, or there's any more info I can gather which might help track it's down, I'd greatly appreciate the pointers.</p>

<pre><code>Version: 3.4.0
Build id: I20080617-2000
</code></pre>

<p>Also just found this thread - <a href=""http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html"" rel=""noreferrer"">http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html</a> - which indicates the same problem may occur when the project name contains a period. Unfortunately, that's not the case in my setup, so I'm still stuck.</p>

<pre><code>Caused by: java.lang.IllegalArgumentException: Class file name must end with .class
at org.eclipse.jdt.internal.core.PackageFragment.getClassFile(PackageFragment.java:182)
at org.eclipse.jdt.internal.core.util.HandleFactory.createOpenable(HandleFactory.java:109)
at org.eclipse.jdt.internal.core.search.matching.MatchLocator.locateMatches(MatchLocator.java:1177)
at org.eclipse.jdt.internal.core.search.JavaSearchParticipant.locateMatches(JavaSearchParticipant.java:94)
at org.eclipse.jdt.internal.core.search.BasicSearchEngine.findMatches(BasicSearchEngine.java:223)
at org.eclipse.jdt.internal.core.search.BasicSearchEngine.search(BasicSearchEngine.java:506)
at org.eclipse.jdt.core.search.SearchEngine.search(SearchEngine.java:551)
at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.internalSearch(RefactoringSearchEngine.java:142)
at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.search(RefactoringSearchEngine.java:129)
at org.eclipse.jdt.internal.corext.refactoring.rename.RenameTypeProcessor.initializeReferences(RenameTypeProcessor.java:594)
at org.eclipse.jdt.internal.corext.refactoring.rename.RenameTypeProcessor.doCheckFinalConditions(RenameTypeProcessor.java:522)
at org.eclipse.jdt.internal.corext.refactoring.rename.JavaRenameProcessor.checkFinalConditions(JavaRenameProcessor.java:45)
at org.eclipse.ltk.core.refactoring.participants.ProcessorBasedRefactoring.checkFinalConditions(ProcessorBasedRefactoring.java:225)
at org.eclipse.ltk.core.refactoring.Refactoring.checkAllConditions(Refactoring.java:160)
at org.eclipse.jdt.internal.ui.refactoring.RefactoringExecutionHelper$Operation.run(RefactoringExecutionHelper.java:77)
at org.eclipse.jdt.internal.core.BatchOperation.executeOperation(BatchOperation.java:39)
at org.eclipse.jdt.internal.core.JavaModelOperation.run(JavaModelOperation.java:709)
at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:1800)
at org.eclipse.jdt.core.JavaCore.run(JavaCore.java:4650)
at org.eclipse.jdt.internal.ui.actions.WorkbenchRunnableAdapter.run(WorkbenchRunnableAdapter.java:92)
at org.eclipse.jface.operation.ModalContext$ModalContextThread.run(ModalContext.java:121)
</code></pre>

<p>Thanks McDowell, closing and opening the project seems to have fixed it (at least for now).</p>",Class file name must end with .class exception in Java Search,Class file name must end with .class exception in Java Search
6817,"<p>I'm working on a project were we need more performance. Over time we've continued to evolve the design to work more in parallel(both threaded and distributed). Then latest step has been to move part of it onto a new machine with 16 cores. I'm finding that we need to rethink how we do things to scale to that many cores in a shared memory model. For example the standard memory allocator isn't good enough.</p>

<p>What resources would people recommend? </p>

<p>So far I've found Sutter's column Dr. Dobbs to be a good start.
I just got The Art of Multiprocessor Programming and The O'Reilly book on Intel Threading Building Blocks</p>",Scaling multithreaded applications on multicored machines,Scaling multithreaded applications on multicored machines
6847,"<p>When writing code do you consciously program defensively to ensure high program quality and to avoid the possibility of your code being exploited maliciously, e.g. through buffer overflow exploits or code injection ?</p>

<p>What's the ""minimum"" level of quality you'll always apply to your code ?</p>",Defensive programming,Defensive programming
6859,"<p>As a long time World of Warcraft player, and a passionate developer I have decided that I would like to combine the two and set about developing some addins.  Not only to improve my gameplay experience but as a great opportunity to learn something new.</p>

<p>Does anyone have any advice on how to go about starting out?</p>

<p>Is there an IDE one can use?  How does one go about testing?  Are there any ready made libraries available?  Or would I get a better learning experience by ignoring the libraries and building from scratch? How do I oneshot Hogger?</p>

<p>Would love to hear your advice, experiences and views.</p>",Developing addins for World of Warcraft - Getting started?,Developing addins for World of Warcraft - Getting started?
6890,"<p>I have some code for starting a thread on the .NET CF 2.0:</p>

<pre><code>ThreadStart tStart = new ThreadStart(MyMethod);
Thread t = new Thread(tStart);
t.Start();
</code></pre>

<p>If I call this inside a loop the items completely out of order. How do introduce a wait after <code>t.Start()</code>, so that the work on the thread completes before the code continues? Will BeginInvoke/EndInvoke be a better option for this than manually creating threads?</p>",How to wait for thread complete before continuing?,How to wait for thread complete before continuing?
6891,"<p>I have come across the following type of code many a times, and I wonder if this is a good practice (from Performance perspective) or not:</p>

<pre><code>try
{
    ... // some code
}
catch (Exception ex)
{
    ... // Do something
    throw new CustomException(ex);
}
</code></pre>

<p>Basically, what the coder is doing is that they are encompassing the exception in a custom exception and throwing that again.</p>

<p>How does this differ in Performance from the following two:</p>

<pre><code>try
{
    ... // some code
}
catch (Exception ex)
{
    .. // Do something
    throw ex;
}
</code></pre>

<p>or </p>

<pre><code>try
{
    ... // some code
}
catch (Exception ex)
{
    .. // Do something
    throw;
}
</code></pre>

<p>Putting aside any functional or coding best practice arguments, is there any performance difference between the 3 approaches?</p>",Performance Considerations for throwing Exceptions,Performance Considerations for throwing Exceptions
