id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
26339367,UIScrollView doesn't scroll on Xcode 6 (works on simulator),"I have a basic  with a  inside it. I've set the  of the  to (320, 800). The same being the frame of . When I run the application on the simulator, everything works fine. When I run the same on an iPhone and iPad (both iOS7), the view doesn't scroll. Is this a Xcode 6 bug? Anyone else facing the same problem?
Short question :/",,0,4,,2014-10-13 11:53:01.527000+00:00,,2014-10-13 11:53:01.527000+00:00,,,,,933186.0,,1,1,ios|iphone|xcode|uiview|uiscrollview,129
26339360,Sort an ArrayList of Strings that are numbers,"What is the fastest way to sort an  (in descending/ascending manner) that contains numbers, eg:  ? Does  have a built-in method for this? Currently I am copying the 's contents to  and then using  method and then putting it back to the initial array. Is there a faster way?",26339519.0,6,7,,2014-10-13 11:52:41.307000+00:00,,2014-10-13 12:14:13.403000+00:00,,,,,997633.0,,1,7,java|arrays|sorting|arraylist,6630
26339350,Need two different textbox's to only allow numbers 0-9 and 1 decimal place,"OK all my of code is working to this point. But I am unable to enter a decimal place in textbox1 and textbox3. I also only want the numbers 0-9 to be able to be entered in those textbox's. So far everything to this point is working for me but when I enter a ""."" I get a error. I think once I get the decimal to be able to be entered I am sure I can add the negitive sign as well. I think I need to use e.KeyChar correct?",26340195.0,1,5,,2014-10-13 11:51:54.920000+00:00,,2014-10-13 12:37:43.843000+00:00,2014-10-13 12:22:07.577000+00:00,,4050351.0,,4134745.0,,1,-1,c#|visual-studio,88
26339347,State machine: validation before initial save in database?,"This is a question regarding state machines in general, I don't need help with the actual implementation. Imagine a state machine that formalizes a simple bug report, from inception to its final demise. The bug might transition across states such as ""NEW"", ""CONFIRMED"", ""RESOLVED"", ""REOPENED"", and ""CLOSED"". Along with every state transition there is also some accompanying validation code, which could for instance make sure that when moving from NEW to CONFIRMED we have recorded who confirmed it.
My question is related to the initial state – when the bug is just ""NEW"". It's tempting to say that initial validation is not part of the state machine (e.g. making sure that the bug actually has some description, for instance, before saving it with state ""NEW"" in the database). But isn't that also a state transition, from ""just created"" to ""NEW""? Shouldn't that transition be validated like any other transition? Isn't it artificial and sub-optimal to separate the initial validation from all other validations?
On the other hand, if we do create a ""fake"" initial state (say, ""CREATED""), along with its respective transition (""CREATED"" --> ""NEW""), then what happens when that transition isn't validated? If it is validated, it's all good – we switch states and we save the object with the new state (actually called ""NEW"" here) in the database. But if it doesn't validate then we obviously don't want to save it in the database, and that breaks the state machine pattern by not having an initial state and a final state (we would have an initial state, albeit a fake one – ""CREATED"" –, but two final states – ""CLOSED"" and ""DELETED""). Not only that, but the ""DELETED"" state would also be fake, in that there will never be any persistent objects with that state (just as there will never be any persistent objects with state ""CREATED"").
How do you handle this issue?",,1,0,,2014-10-13 11:51:48.447000+00:00,1.0,2014-10-14 08:12:19.077000+00:00,,,,,602151.0,,1,-1,validation|design-patterns|state-machine,337
26339346,When trying to delete an item from listbox through database,"  Error in system.invalidoperationexception:
            At system.Windows.Media.VisualTreeHelper.GetRelative(dependencyobject
  reference,RelativeKind relativekind)    At
  System.Windows.Media.VisualTreeHelper.GetChildrenCount(DependencyObject
  reference) At.......................................
This is the xaml code of listbox
This is my source to delete item from listbox
and with the help of visualtreehelper 
It worked previously but suddenly the error is seen.
Error thrown at
  Reference is not a valid visual DependencyObject
Hope some one will fix helps",,0,0,,2014-10-13 11:51:46.307000+00:00,,2014-10-13 12:13:15.090000+00:00,2014-10-13 12:13:15.090000+00:00,,246342.0,,3934867.0,,1,1,c#,63
26339342,Wrapping thread based async to task based async,"How do I wrap code like below in a Task based async method?
Currently, this method is called like:
But what I want is something like:
Or:",,3,1,,2014-10-13 11:51:32.530000+00:00,,2014-10-13 13:29:41.180000+00:00,,,,,679857.0,,1,1,c#|task-parallel-library|async-await,591
26339341,"jQuery animate scrolldown to div by <a href""""> From 1 html to another html site?","I'am on my way to make a site for my friend who is a massage therapist.
And I have a boostrap dropboxmenu with treatment-links to the treatment.html on the index.html.
How do I create multiple links that with jQuery make it scroll down to the specific treatment on the new treatment.html when having multiple treatments?
Sorry for bad english. Trying my best.
I'am very very novice to javascript and jquery - first time actually..
I found this code, but it don't work?",26339526.0,2,1,,2014-10-13 11:51:30.077000+00:00,,2014-10-13 12:14:42.773000+00:00,2014-10-13 11:53:51.967000+00:00,,1712905.0,,4137265.0,,1,0,javascript|jquery|html|css,92
26339339,Spring Batch for processing large CSV file,"I have a 5gb CSV file that I am trying to process with Spring Batch (read, process, write to db).  What is the best way to go about this keeping in mind that I have requirements to not use any XML config, to NOT split the file into smaller files, and all records must be processed in order?  Does Spring Batch have the ability to process and write data while it is being streamed from the source?  Is there any way to tell Spring Batch to read X lines from the file, process, and write (commit) and then grab the next X lines from the file while keeping track of which lines it has already processed?    ",,0,5,,2014-10-13 11:51:25.723000+00:00,,2014-10-13 11:51:25.723000+00:00,,,,,4137221.0,,1,0,java|spring|csv|inputstream|spring-batch,1716
26339338,Funnel chart in css,"I am trying to customize a funnel chart on the basis of data that I have rendered through database on page. 
All works well except css rendering for chart.
Here is what it looks like right now-
http://jsfiddle.net/m74ets8v/1/
I want to style it according to actual looking funnel chart, for an example-
How would i be styling this chart to make sense for me.",26339958.0,3,5,,2014-10-13 11:51:25.587000+00:00,1.0,2018-09-07 06:12:56.470000+00:00,,,,,1982631.0,,1,1,html|css|charts,2410
26339335,Ubuntu script to rename all images in folder,"I am using the following code to rename all the images in the current folder:
But I have met a problem: some of the images were overwritten, because I use it after I have added more images in the folder. Is there a way to fix this? I thought to add an , but I am new to scripts. Any help, please?",26340223.0,2,4,,2014-10-13 11:51:14.357000+00:00,,2018-03-20 08:08:23.913000+00:00,2014-10-13 13:07:15.393000+00:00,,632407.0,,3062311.0,,1,4,ubuntu|sh|dash-shell,598
26339333,how to pass value from controller to view in code igniter?,"Code in controller  
enter code here
Am passing a $record to a view,in controller i can fetch all the values but in i can't fetch the values of $record,How to resolve this problem?How can i disable a link once it is clicked",26380344.0,2,1,,2014-10-13 11:51:08.783000+00:00,,2015-04-06 10:50:22.407000+00:00,2015-04-06 10:50:22.407000+00:00,,3444240.0,,4021690.0,,1,4,php|codeigniter|codeigniter-2|php-5.3,1435
26339331,Is it a way to fill up collectionView lines from the beginning of the line and leave space in the end?,"Instead of this alignment:
x-x-x
x-x-x
I need this one:
xxx--
xxx--
Is it possible with ?",26369806.0,1,0,,2014-10-13 11:51:02.533000+00:00,,2014-10-14 20:34:27.390000+00:00,,,,,239219.0,,1,0,ios|uicollectionview|uicollectionviewlayout,30
26339323,redirect the domainname.com website to m.domainname.com in django for mobile devices,"I want to redirect the user to m.domainname.com on his mobile browser. I want to use the existing website but redirect to the m.domainname.com. 
For that how can i detect the user is on mobile or desktop.
And how can i redirect the mobile version of same site.
using media screen i can create the seprate displays for mobile divices
using bootstrap i can create the responsive website. but when its on mobile browser i want to redirect the mobile version like m.domainname.com
How can i do this?
And my website is in django.",26339871.0,1,1,,2014-10-13 11:50:42.763000+00:00,,2014-10-13 12:19:55.910000+00:00,,,,,3142029.0,,1,3,html|django|mobile,144
26339317,"Do SOAP Web services support only ""POST"" http method","I faced this question on one of interviews, so could you please tell whether SOAP Web services support only ""POST"" http method or there is some way to accept other methods on the server side?",26339467.0,3,0,,2014-10-13 11:50:20.550000+00:00,14.0,2020-05-22 06:18:25.173000+00:00,2017-04-04 09:09:18.750000+00:00,,485107.0,,485107.0,,1,76,java|web-services|http|post|soap,72894
26339316,Does OSMF support embedded audio tracks in a video or only external audio tracks?,Does OSMF support embedded audio tracks in a video or only external audio tracks? As far as I've read it can only play external audio tracks that is mentioned in the manifest file. What if a video has embedded audio tracks? Can OSMF switch between the embedded audio tracks?,,0,2,,2014-10-13 11:50:20.387000+00:00,,2014-10-13 13:41:09.197000+00:00,2014-10-13 13:41:09.197000+00:00,,1198066.0,,4137283.0,,1,0,audio|osmf,46
26352684,Logging in FreeBSD kernel code,"I am adding some custom cryptography in the FreeBSD kernel and it causes a panic. I would like to log some variable values in functions that don't appear in the crash files. 
I used both printf and log functions but nothing shows in /var/log/messages or kern.log",,1,0,,2014-10-13 11:50:07.323000+00:00,,2014-10-14 07:07:55.990000+00:00,,,,Ahmed Nawar,2807040.0,,1,0,kernel|freebsd|logging,1233
26339312,addBetweenCondition in YII,"SO I want to find that if value x is exits between the values of 2 columns or not, For that i have run the query in phpmyadmin : 
Normal Approch :- 
and it is giving me fine result.But when the same approach i want to find achieve in YII that it is not running and giving the sql error :
YII apprroch :-
When i debug the query in log than it shows in case of yii :
Why it is giving NULL value in query while i'm passing the name of the column in it. 
So please guide me where i'm going wrong in yii.",42780248.0,1,2,,2014-10-13 11:49:58.310000+00:00,,2017-03-14 07:38:43.017000+00:00,,,,,1584275.0,,1,0,php|sql|yii|between,709
26339311,Neo4J custom load CSV,"I asked a question a few days ago to know how to import an existing database into Neo4J. Thanks to the person who explained me how to do that. I decided to create a CSV file from my database (around 1 million entries) and to load it from the Neo4j webadmin to test it. The problem is that each row of this database contains redundant data, for example my database contains actions from different users but each user can do mutliple actions. The structure of my graph would be to create a node for each user that is linked to each action he does. That's why I have to create only one node for each user even if his name appears in several rows of my CSV file (because he made several actions). What is the method to do that ? I guess it's possible to do that in Cypher right ?
Thanks a lot
Regards
Sam",26339735.0,1,0,,2014-10-13 11:49:53.287000+00:00,0.0,2014-10-13 12:12:08.110000+00:00,,,,,4128405.0,,1,0,csv|import|neo4j|load,278
26339308,The following error occurred while opening the file '\\?\E:\TempDB\MDTempStore_1584_1_j1pv2.tmp': Access is denied,"I'm trying to start a fresh install of TFS 2013 but running into the issue TF255356: The following error occurred when configuring the Team Foundation databases: TF400711: Error occurred while executing servicing step Create Warehouse for component InstallWarehouse during Install: Create Analysis Database schema failed: Error generating Analysis Database: File system error: The following error occurred while opening the file '\?\E:\TempDB\MDTempStore_1584_1_j1pv2.tmp': Access is denied.
I have tried to remove the read-only flag from the tempdb folder but it keeps getting set to true after applying the change. I have also added the registry entry UseSystemForSystemFolders which allows read-only to be removed from the folder but it does not persist. 
Any help with this would be great
Thanks
Chris ",,0,3,,2014-10-13 11:49:44.237000+00:00,,2014-10-13 11:49:44.237000+00:00,,,,,1119511.0,,1,2,sql-server|tempdb,854
26339307,matplotlib scatter plot change distance in x-axis,"I want to plot some Data with Matplotlib scatter plot.
I used the following code to plot the Data as a scatter with using the same axes for the different subplots.
Now i want to have a x-axis with smaller space between each point. I tried to change the range but it was not working. Can someone help me? ",,1,2,,2014-10-13 11:49:34.933000+00:00,,2014-10-14 09:31:41.633000+00:00,2014-10-13 19:46:44.790000+00:00,,832621.0,,3616531.0,,1,2,python|matplotlib|plot|scatter-plot,2433
26339303,How to check for existence of subtree in XML document,"I need to check if an XML document contains a given XML DOM subtree. I only need to ensure that all the elements and attributes from this subtree are present in the document. However, there can be more elements or attributes in the subtree of the document that matches the given subtree for comparison. And I want them to be skipped from the comparison.
So far I have implemented my own solution which finds a subtree represented by Node class in the given XML document. This Node class contains only the attributes necessary for comparison - element name, text content, list of child nodes and map of attributes. I have implemented my own class and not used org.w3c.dom.Node because it is just too big containing many unnecessary attributes for my test scenario. The subtree represented by the root Node element is iterated one element after another and each its subtree is searched in the given XML document using XPath until the whole tree is checked or any subtree is not found.
This solution works well only when I need to check if the subtree is present there or not. However, I use this to check large configuration files that are often changed and it is quite difficult to find the exact place where the change occurred. That is why I think about using some existing solution which has better output and allows to easily see the differences. Unfortunately, I have not been able to find anything matching my criteria.
Is there any tool that allows this? I have heard about XMLUnit and have a quick look at it but I am not sure if it is capable of finding a subtree in a document ignoring any other elements or attributes. Can you show me an example how to do this in XMLUnit if it is possible?",,1,0,,2014-10-13 11:49:17.730000+00:00,,2015-02-03 16:51:31.593000+00:00,,,,,3047439.0,,1,1,java|xml|comparison|xmlunit,212
26339293,How to associate an event with the option id of a select box,I have to add a  element to a page after a particular option in the select box is selected. How can I do it using jQuery? I am trying to use the  event but it doesn't works.,,3,3,,2014-10-13 11:48:21.813000+00:00,,2014-10-13 13:21:55.780000+00:00,2014-10-13 13:21:55.780000+00:00,,3755692.0,,4120300.0,,1,0,javascript|jquery|html|twitter-bootstrap-3,199
26339291,how to get all friends in facebook using graph api v2.0 (ios)?,"I'm trying to get user's list of friends by authanticate user and successfully when I use this code:
But I cannot get list of friends when I trying to get list of friends by another account",26339646.0,1,1,,2014-10-13 11:48:08.093000+00:00,,2014-10-13 12:07:15.140000+00:00,,,,,4124417.0,,1,-2,ios|facebook|facebook-graph-api,238
26339289,SQL 2005 query with dynamic table generation,"I have a problem and I'm not sure of the best way to solve it or the most efficient way to handle it. I need to query a database that contains supervisors and employees but I need to be able to go down as many levels as the user asks for. By that I mean, the query will take in two primary params, the originating employee and how many levels to search through. The query will start with looking for all employees that report to the originating employee and return a list of these employees. This would be a level 1 search. If the user passes through the value 2, then I would need to get all the employees who report to all the employees that were selected in the first list. If the user passes the value 3, then I would get not only the first level employees, then second, but then I would get all the employees that report to the employees listed in second query. In my mind I would have to create a new table for each one of these queries then in the end combine the results to be returned as one table. Is that the correct approach? If so, what's the best way to create then clean up these tables? 
The table being searched is a pretty simple structure:
The first query itself is pretty simple:",,0,2,,2014-10-13 11:48:07.077000+00:00,,2014-10-13 13:29:49.637000+00:00,2014-10-13 13:29:49.637000+00:00,,243373.0,,2258828.0,,1,0,sql|sql-server-2005,33
26339285,Pushing saved user outside Modal in angular ui bootstrap,"I have a list of users and an 'Add User' button that opens a modal lightbox popup using Angular  bootstrap. I can save the user and update the list if it's all on the same page (without opening the pop up). I can save the user and NOT update the list if I use the pop up (I have to refresh the page to see changes to the list).
Here's my save function
And here's my OK button
The OK will close the dialog, but I need to $scope.users.push(response); to the list OUTSIDE this controller. There's an example of changing variables, but I'm unfamiliar with invoking a push command within the close command.
I'm trying something like",,0,0,,2014-10-13 11:47:53.313000+00:00,,2014-10-13 11:53:57.447000+00:00,2014-10-13 11:53:57.447000+00:00,,4040182.0,,4040182.0,,1,1,javascript|angular-bootstrap,118
26339280,Hiding symbol visibility while building a shared lib,"I have multiple objects files (lets say , ) with which i am building a shared library (). All associated objects so not had visibility flag as hidden when they were built, but in final so (, see below), if i use visibility flag as , will it hide all internal functions from outside libraries to use?
EDIT:
As wRAR mentioned, i tried using versions cript to hide all symbol on final shared library. version script was written like-
file:libapp.version
and i built my shared library as:
Even after putting all symbol as local, i still can see in nm that all symbols are present. What i am doing wrong here?",,1,0,,2014-10-13 11:47:38.760000+00:00,,2014-10-13 12:26:22.190000+00:00,2014-10-13 12:26:22.190000+00:00,,403639.0,,403639.0,,1,0,c|gcc|visibility|ld|symbols,151
26339277,Why is the nxxx parameter of set() in Jedis exclusive?,"In Jedis, I want to set some key and value with expiring time by a single invocation.
I can do this by combination of set() and expire() but it needs two invocations.
I found the following method:
set(final String key, final String value, final String nxxx, final String expx, final long time)
But I have to choose nx (Only set the key if it does not already exist.) or xx (Only set the key if it already exist.).
I want to cover both cases.
Any suggestion? Or any reason to be written like this?",,1,0,,2014-10-13 11:47:29.777000+00:00,,2014-10-13 11:50:48.023000+00:00,,,,,1264058.0,,1,7,redis|jedis,6466
26339276,What is behavior: url(); property in css?,"I was surfing and saw this css property which I have never seen or used before. I think it is related to Internet Explorer, and the structure is something like this:
What does the  property do? How would I use this property?
I did find this w3 Documentation, but it's not particularly clear what it does.",26339480.0,2,3,,2014-10-13 11:47:29.577000+00:00,3.0,2019-10-01 14:08:40.233000+00:00,2015-09-23 08:24:29.687000+00:00,,1183764.0,,3540289.0,,1,23,css|internet-explorer,17620
26339275,Export mysql database in ubuntu,"I have been working on the grails project in ubuntu. And i am using mysql as database.
Can any one me in exporting the database.
Commands like these are not working for me in ubuntu.
Thanks in advance.",,0,2,,2014-10-13 11:47:26.453000+00:00,,2014-10-13 11:52:58.023000+00:00,2014-10-13 11:49:07.567000+00:00,,3000179.0,,2745384.0,,1,0,mysql,76
26339273,Parser Element with child element,"i have for example this document:
and this is my class:
how to see category is a recursive class.
the children may have, in turn, other children, and have an unlimited number how can I handle this?
how can I structure this in the parser?
EDIT: at this time, the parser can not find the father and their children, but I can not save them well in the list.
Thanks",,1,0,,2014-10-13 11:47:23.457000+00:00,,2014-10-13 12:23:29.803000+00:00,,,,user4124675,,,1,0,parsing|swift,126
26339272,Remove cell duplicates in Excel using VBA,I am working with huge amount of data. For example I have 2 columns with data (10k each) and I need to find and remove the duplicates in one of the columns. Highlighting the duplicates is easy but I would like to find a way (formula or VBA) that performs that for me in Excel.,,1,0,,2014-10-13 11:47:16.757000+00:00,0.0,2014-10-13 11:57:51.487000+00:00,2018-07-09 19:34:03.733000+00:00,,-1.0,,2720877.0,,1,0,excel|vba,76
26339271,The controller for path '/Admin/Widget/ConfigureWidget' was not found or does not implement IController,"I have a Nopcommerce 3.30 (with source code) project and I have configured my own Widget plugin. When I have install it and I'm trying to configure it in '../Admin/Widget/List', the following error Appears:
  The controller for path '/Admin/Widget/ConfigureWidget' was not found
  or does not implement IController.
  
  Description: An unhandled exception occurred during the execution of
  the current web request. Please review the stack trace for more
  information about the error and where it originated in the code. 
  
  Exception Details: System.Web.HttpException: The controller for path
  '/Admin/Widget/ConfigureWidget' was not found or does not implement
  IController.
Source Error: 
Plugin controller:
This is my plugin class
I don't understand what's the source of the error.
Thanks",26550658.0,1,12,,2014-10-13 11:47:15.433000+00:00,1.0,2015-11-18 17:02:51.687000+00:00,2014-10-13 13:09:41.877000+00:00,,2989387.0,,2989387.0,,1,1,c#|asp.net-mvc|asp.net-mvc-4|nopcommerce,1285
26339264,Make More Server calls OR load all Data from server at once?,"This is a performance related question .
I have a requirement to show all the orders made by the Customer during that Day (Max Orders can be of 10)
And the screen looks this way ??
Right now on click of the Order Row i am making a Ajax call , getting the data from the server and showing it on Front End .
And the end result looks this way
I am thinking of other approach , which is during page start (document ready ) up load all data related to that customer for that day , store it in a variable in a javascript (global level array).
and during click of the order row show the data by looping the array ??
Could anybody please tell me what is the best approach ??",,2,4,,2014-10-13 11:46:58.073000+00:00,,2014-10-13 11:53:29.363000+00:00,,,,user663724,,,1,0,javascript,68
26339259,php gettext translation not working on Debian,"(I've seen the other questions, but their answers didn't help me)
I have an application that uses php gettext for translations, and has been working for years on OSX and FreeBSD. When I tried to port it to Debian 7.6 32bit (), everything works, except translations. I've got the problem down to a CLI one-liner:
 contains the Dutch translation of , ie. 
On OSX Maverick:
On FreeBSD 10 64bit:
However, on Debian 7:
php-gettext is installed:
 gives:
So I tried nl_NL.utf8 instead of nl_NL.UTF-8: same result.
I tried putting the  file under , same result.
I tried to use the absolute path for  instead of the path relative path to the current working directory, same result.
I'm at a loss here. Any suggestions on how to proceed?",26371056.0,1,0,,2014-10-13 11:46:41.317000+00:00,,2015-02-13 03:45:22.733000+00:00,2017-05-23 12:08:28.330000+00:00,,-1.0,,4010665.0,,1,2,php|debian|gettext|php-gettext,1030
26339256,printing indexof object as id of html element in knockout js,"In the below code I need to give index of the loop as Id of the html input element      
I tried data-bind=""text: $index"" , but i cant set it as Id attribute. Anybody know how to do it? ",,2,0,,2014-10-13 11:46:40.057000+00:00,,2014-10-13 11:52:02.957000+00:00,,,,,4136912.0,,1,0,html|knockout.js,46
26339252,use of ternary operator in javascript,"I know basic use of '?' ternary operator. window.URL should be expression, which should return true or false. But in this case, it is returning a string.
how this expression is evaluated.",26339282.0,1,3,,2014-10-13 11:46:34.203000+00:00,,2014-10-13 11:54:46.150000+00:00,,,,,1156732.0,,1,-1,javascript|operators,279
26339251,Editing domain for a eclipse model,"Node is my eclipse model tree.If i want to get an editing domain for the Node will the following work:
if not how can i get the Editing domain for the model if I donot have a IWorkbenchPart.?",,0,0,,2014-10-13 11:46:28.977000+00:00,,2014-10-13 11:46:28.977000+00:00,,,,,3667825.0,,1,1,eclipse|emf,198
26339247,Checking Text exist or not?,"Say I am on StackOverFlow ""All Questions"" page.
I want to search for a user say ""user2402616"" (which is present on 3rd page) on first page.
If not present then click on next button until it is found.
I tried below code using Xpath but getting  error.",,1,2,,2014-10-13 11:46:20.213000+00:00,,2014-10-13 16:49:52.303000+00:00,2014-10-13 12:17:05.810000+00:00,,350825.0,,4128133.0,,1,0,xpath|selenium-webdriver,40
26339246,Hosting asp.net website with database,"I have created one asp.net website (project) with the help of Microsoft Visual Studio 2010. The database of the respective project is designed with the help of Microsoft SQL Server Management Studio 2008. Now I want to publish the website on the internet. Can somebody please guide me in this?
Thanks in advance.",,2,5,,2014-10-13 11:46:16.843000+00:00,,2017-11-06 11:14:25.787000+00:00,2014-10-14 13:40:41.890000+00:00,,485418.0,,4061551.0,,1,3,asp.net|hosting,2797
26339245,Comparing files using Ansible,"I need to find a way where I can compare elasticsearch template folders in given elasticsearch Data host group. Meaning if the directory is , I need to make sure all the files inside that directory in that ansible host group is same.
No extra template files or difference version template files. I haven't been able to figure out how to do this. ",,2,1,,2014-10-13 11:46:16.127000+00:00,1.0,2016-04-11 19:50:10.970000+00:00,2016-04-11 19:50:10.970000+00:00,,472495.0,,1318643.0,,1,3,ansible|ansible-playbook,4844
26339242,Error during WebSocket handshake: Unexpected response code: 404,"I trying a simple websocket application but its giving a error,
I found to many discussions on the same topic but it didn't help me that's why I posting a new question.
My files are,
ChatroomServerEndpoint.java
default.html
I am using Spring Tool Suit, apache-tomcat-7.0.37.
I went through all suggestion given in the related stack overflow post, but still its not working.
I know its very simple but still giving error. I am totally stuck here. Can please any one help me for this??",,1,2,,2014-10-13 11:45:58.450000+00:00,,2015-01-26 16:57:42.707000+00:00,,,,,3243329.0,,1,1,java|apache|websocket,4972
26339241,Nested fragment tabs overlap on Android,"I'm trying to make  in my android application.
I want to get a second row with the sub tabs like this:
But the nested tabs are overlapping like this:
This is my code:
MainActivity.java
FragmentParentTab2.java
FragmentChildTab1.java
main_fragment.xml
fragmentparenttab2.xml
fragmentchildtab1.xml
I got this code from a tutorial which used  and it worked fine, but I tried to migrate it to  and got the overlap issue. (can't paste source link, only 2 links allowed)",26355809.0,2,0,,2014-10-13 11:45:56.127000+00:00,3.0,2018-09-29 07:25:09.437000+00:00,2018-09-29 07:25:09.437000+00:00,,5180572.0,,4136981.0,,1,0,android|tabs|nested|fragment|overlap,1870
26339237,"Why is the diamond case with its common ancestor used to explain Java multiple inheritance issue, instead of two unrelated parent classes?","This question might sound weird to Java people but if you try to explain this, it would be great.
In these days I am clearing some of Java's very basic concept. 
So I come to Inheritance and Interface topic of Java. 
While reading this I found that Java does not support Multiple Inheritance and also understood that, what I am not able to understand that why everywhere Diamond figure issue(At least 4 class to create diamond) is discussed to explain this behavior, Can't we understand this issue using 3 classes only.
Say, I have class A and class B, these two classes are different (they are not child class of common class) but they have one common method and they look like :-
Ok,Now say if Java supports Multiple inheritance and if there is one class which is the subclass of A and B like this :-
then compiler will not be able to find which method to call whether from A or B and that is why Java does not support Multiple Inheritance. So is there any thing wrong with this concept ? 
When I read about this topic I was able to understand Diamond issue, but I am not able to understand why people are not giving example with three class (If this is valid one, because we used only 3 classes to demonstrate issue so its easy to understand by comparing it to Diamond issue.)
Let me know whether this example does not fit to explain issue or this can also be  referred to understand issue. 
Edit:
I got one close vote here stating that question is not clear. 
Here is main question :-
Can I understand Why ""Java does not support Multiple Inheritance"" with 3 classes only as described above or I must need to have 4 classes (Diamond structure) to understand the issue.",26339439.0,6,8,,2014-10-13 11:45:49.283000+00:00,2.0,2014-10-18 04:46:28.767000+00:00,2014-10-18 04:46:28.767000+00:00,,647014.0,,647014.0,,1,27,java|multiple-inheritance|diamond-problem,3537
26339233,Bootstrap drupal multi-site in Aegir architecture,"I wrote PHP script which has to bootstrap 
The sites are hosted using Aegir platform.
The structure looks like this:
I've been trying:
But no luck. ",,2,2,,2014-10-13 11:45:32.863000+00:00,,2017-03-09 02:45:03.497000+00:00,2017-03-09 02:45:03.497000+00:00,,1692965.0,,1847939.0,,1,2,drupal|drupal-7|aegir,159
26339232,Sort scientific and float,"I have been trying desperately to use the command , to sort a mixture out of scientific and floating values which are both positive and negative, e.g.:
Without the floating point or without the scientific exponent, it works just fine with
. Using both at once as stated before, it results in:
This is obviously wrong since it should be:
Any idea how I can solve this issue? And once I solve this, is there any possibility to sort the absolute value (e.g. get rid of the negative ones)? I know I could try to square each value, sort, take the square root. Doing this I would be less precise though and it would be neat to have a nice, fast and straightforward way.
My linux system: 8.12, Copyright © 2011
Thank you very much!
UPDATE: if I run it in the debug mode  I get the following result (I translated it into english, output was german)",,1,25,,2014-10-13 11:45:30.930000+00:00,1.0,2014-10-13 17:55:45.613000+00:00,2014-10-13 12:28:26.180000+00:00,,4137141.0,,4137141.0,,1,6,shell|sorting|floating-point,886
26339230,Facebook graph api: Best database structure to hold the users data,"I'm developing the database for a web app which contains 2 ways for login, Standard way and social media  way.
I'm trying to find out the best design for the database to hold the users data.
Should I separate the users in separate tables depending on the type of the login or put them all on one table
I was thinking of this structure:",,0,0,,2014-10-13 11:45:29.180000+00:00,,2014-10-14 13:42:06.047000+00:00,2014-10-14 13:42:06.047000+00:00,,1759542.0,,1759542.0,,1,1,php|mysql|facebook-graph-api,123
26339228,Can I combine isolated scope and inherited scope?,"is it possible to combine isolated scope and inherited scope?
I have the following structure:
So yeah. Is there a way to do this?
I use isolated scope to get ""foo"" from the ng-repeat of the parent scope's ""foos""-array.
Previously i have emitted an event from the child element and listened on the ""parent"", but i would rather do it using scope. Is there a way or do I need to use event?",26339914.0,1,0,,2014-10-13 11:45:27.907000+00:00,,2014-10-13 12:22:23.363000+00:00,,,,,2760557.0,,1,1,javascript|angularjs|angularjs-directive|angularjs-scope,534
26339226,How to get if a code exist in parse.com?,"I have a problem, I have this structure in parse.com in ""VerificationCode"" db:
When someone inserts a code in my app, it automatically adds in the ""attachedUser"" column the id of the user who is stored locally and I call it ""ParseInstallObject.codigo2"" and I get the id of the user for example to see it in a textview, etc.
The problem is that I want to check if the user id exists in parse or not; and if it exists do something or if not exist do another thing.
I used a code that I see in the documentation of parse.com but it always shows that the code exists. This is my code:
How can I see if the user has a valid code or not?",26343849.0,1,6,,2014-10-13 11:45:23.057000+00:00,,2015-12-16 17:33:12.997000+00:00,2015-12-16 17:33:12.997000+00:00,,4370109.0,,3747431.0,,1,0,java|android|parse-platform,271
26339217,ServerEndpoint and web.xml,"I have some Soap, REST servlets and now one WebSocket:
I have next trouble: WebSocket dont visible, if web.xml is exists. In web.xml describes jdbc resources,servlets ant other...
When i'm delete web.xml - websocket successfully visible. How can I fix this problem?
Update web.xml:",,4,3,,2014-10-13 11:44:33.777000+00:00,1.0,2019-10-21 01:03:40.533000+00:00,2014-10-14 06:59:08.597000+00:00,,1755546.0,,1755546.0,,1,6,java|servlets|websocket|web.xml,3184
26339215,Javascript on hover dropdown,"I am new to javascript and I need help with this simple script.
It is a shopping cart drop down which currently functions when the field is clicked. I want drop down to fade in on mouse over. I tried adding .hover instead of .live and also tried adding mouse in after 'click' but nothing worked. Any help would be highly appreciated. Thanks!
javascript/jQuery
css ",,1,3,,2014-10-13 11:44:28.587000+00:00,,2014-10-13 12:40:13.563000+00:00,2014-10-13 12:40:13.563000+00:00,,1304448.0,,2080812.0,,1,2,javascript|jquery|css,230
